gene.id	total_sites	non-NA_sites
DPOGS204481	1226	1226
DPOGS204410	832	832
DPOGS204457	1763	1763
DPOGS204478	336	336
DPOGS204467	684	684
DPOGS204468	1168	1168
DPOGS204466	1990	1990
DPOGS204430	1378	1378
DPOGS204390	1173	1173
DPOGS204485	1164	1164
DPOGS204438	3371	3371
DPOGS204399	1027	1027
DPOGS204441	668	668
DPOGS204453	1901	1901
DPOGS204451	563	563
DPOGS204507	276	276
DPOGS204452	1724	1724
DPOGS204504	1772	1772
DPOGS204395	900	900
DPOGS204502	1044	1044
DPOGS204398	463	463
DPOGS204375	159	159
DPOGS204477	191	191
DPOGS204446	294	294
DPOGS204476	784	784
DPOGS204500	554	554
DPOGS204471	141	141
DPOGS204505	315	315
DPOGS204404	147	147
DPOGS204383	959	959
DPOGS204444	431	431
DPOGS204409	488	488
DPOGS204450	753	753
DPOGS204447	354	354
DPOGS204402	162	162
DPOGS204401	404	404
DPOGS204406	2358	2358
DPOGS204449	449	449
DPOGS204396	252	252
DPOGS204475	1136	1136
DPOGS204490	2230	2230
DPOGS204403	1086	1086
DPOGS204489	359	359
DPOGS204491	2637	2637
DPOGS204448	446	446
DPOGS204405	2594	2594
DPOGS204407	117	117
DPOGS204445	624	624
DPOGS204408	2734	2734
DPOGS210949	335	335
DPOGS210947	1437	1437
DPOGS210946	136	136
DPOGS210992	376	376
DPOGS210948	805	805
DPOGS210974	674	674
DPOGS210959	442	442
DPOGS210990	2576	2576
DPOGS211006	583	583
DPOGS210957	291	291
DPOGS210960	325	325
DPOGS211027	1570	1570
DPOGS211022	857	857
DPOGS210989	777	777
DPOGS210991	231	231
DPOGS210972	797	797
DPOGS210956	2328	2328
DPOGS211026	525	525
DPOGS210971	418	418
DPOGS210988	356	356
DPOGS211007	295	295
DPOGS211008	663	663
DPOGS210945	785	785
DPOGS210987	600	600
DPOGS210942	189	189
DPOGS211028	236	236
DPOGS211001	105	105
DPOGS210951	655	655
DPOGS210970	1013	1013
DPOGS211019	3412	3412
DPOGS211020	1078	1078
DPOGS210998	690	690
DPOGS210962	170	170
DPOGS210986	599	599
DPOGS211000	755	755
DPOGS210993	857	857
DPOGS210955	1295	1295
DPOGS210999	582	582
DPOGS210967	1066	1066
DPOGS211018	288	288
DPOGS210973	442	442
DPOGS211021	748	748
DPOGS210994	438	438
DPOGS210968	471	471
DPOGS210943	1449	1449
DPOGS210944	222	222
DPOGS210996	322	322
DPOGS211029	858	858
DPOGS210954	434	434
DPOGS210969	454	454
DPOGS210965	236	236
DPOGS211010	1049	1049
DPOGS210964	487	487
DPOGS210981	1250	1250
DPOGS210941	475	475
DPOGS211015	647	647
DPOGS210952	792	792
DPOGS211016	325	325
DPOGS211017	2071	2071
DPOGS210963	276	276
DPOGS210953	524	524
DPOGS211023	275	275
DPOGS210995	191	191
DPOGS210997	734	734
DPOGS210982	891	891
DPOGS210940	364	364
DPOGS210980	607	607
DPOGS211012	3327	3327
DPOGS211011	197	197
DPOGS210950	137	137
DPOGS211014	1193	1193
DPOGS210961	275	275
DPOGS210983	610	610
DPOGS210985	179	179
DPOGS211013	300	300
DPOGS210975	1368	1368
DPOGS210977	391	391
DPOGS211009	2503	2503
DPOGS210979	707	707
DPOGS210978	569	569
DPOGS211024	810	810
DPOGS201424	786	786
DPOGS201547	2163	2163
DPOGS201421	1218	1218
DPOGS201425	768	768
DPOGS201427	1235	1235
DPOGS201548	209	209
DPOGS201416	889	889
DPOGS201420	335	335
DPOGS201545	3148	3148
DPOGS201543	513	513
DPOGS201546	628	628
DPOGS201537	167	167
DPOGS201498	490	490
DPOGS201497	396	396
DPOGS201423	1332	1332
DPOGS201426	761	761
DPOGS201542	212	212
DPOGS201510	263	263
DPOGS201422	1291	1291
DPOGS201419	859	859
DPOGS201490	786	786
DPOGS201501	1356	1356
DPOGS201418	360	360
DPOGS201540	1511	1511
DPOGS201544	1288	1288
DPOGS201462	562	562
DPOGS201437	497	497
DPOGS201435	453	453
DPOGS201415	820	820
DPOGS201452	1079	1079
DPOGS201486	1377	1377
DPOGS201417	1536	1536
DPOGS201414	199	199
DPOGS201476	461	461
DPOGS201500	2201	2201
DPOGS201496	851	851
DPOGS201436	497	497
DPOGS201460	105	105
DPOGS201457	246	246
DPOGS201474	1047	1047
DPOGS201456	318	318
DPOGS201453	574	574
DPOGS201431	1160	1160
DPOGS201539	1007	1007
DPOGS201432	287	287
DPOGS201508	271	271
DPOGS201446	908	908
DPOGS201473	1251	1251
DPOGS201523	573	573
DPOGS201491	245	245
DPOGS201468	1612	1612
DPOGS201429	459	459
DPOGS201455	103	103
DPOGS201487	132	132
DPOGS201440	425	425
DPOGS201443	176	176
DPOGS201430	140	140
DPOGS201470	1029	1029
DPOGS201488	319	319
DPOGS201541	2170	2170
DPOGS201527	210	210
DPOGS201526	1862	1862
DPOGS201522	1463	1463
DPOGS201434	279	279
DPOGS201459	894	894
DPOGS201458	1861	1861
DPOGS201454	4082	4082
DPOGS201538	493	493
DPOGS201495	1421	1421
DPOGS201519	1282	1282
DPOGS201441	479	479
DPOGS201507	221	221
DPOGS201525	381	381
DPOGS201524	3582	3582
DPOGS201520	1628	1628
DPOGS201521	3547	3547
DPOGS201477	497	497
DPOGS201480	484	484
DPOGS201472	650	650
DPOGS201412	514	514
DPOGS201471	1165	1165
DPOGS201467	170	170
DPOGS201405	290	290
DPOGS201411	141	141
DPOGS201439	1026	1026
DPOGS201506	324	324
DPOGS201475	1634	1634
DPOGS201413	875	875
DPOGS201428	653	653
DPOGS201447	4332	4332
DPOGS201483	590	590
DPOGS201505	242	242
DPOGS201509	553	553
DPOGS201403	337	337
DPOGS201513	219	219
DPOGS201511	469	469
DPOGS201433	287	287
DPOGS201494	1233	1233
DPOGS201469	689	689
DPOGS201448	1438	1438
DPOGS201442	317	317
DPOGS201408	267	267
DPOGS201514	412	412
DPOGS201404	366	366
DPOGS201528	309	309
DPOGS201518	550	550
DPOGS201465	1379	1379
DPOGS201451	343	343
DPOGS201464	938	938
DPOGS201512	219	219
DPOGS201406	327	327
DPOGS201533	1321	1321
DPOGS201516	183	183
DPOGS201407	244	244
DPOGS201445	210	210
DPOGS201479	1377	1377
DPOGS201463	1171	1171
DPOGS201485	891	891
DPOGS201504	655	655
DPOGS201502	688	688
DPOGS201499	939	939
DPOGS201482	447	447
DPOGS201535	645	645
DPOGS201444	391	391
DPOGS201492	419	419
DPOGS201481	691	691
DPOGS201493	877	877
DPOGS201484	1973	1973
DPOGS201438	2557	2557
DPOGS201534	928	928
DPOGS201531	1561	1561
DPOGS201529	261	261
DPOGS201532	683	683
DPOGS201410	542	542
DPOGS201503	280	280
DPOGS201517	923	923
DPOGS201478	155	155
DPOGS201450	338	338
DPOGS201449	1056	1056
DPOGS201530	199	199
DPOGS201409	397	397
DPOGS211124	2057	2057
DPOGS211211	135	135
DPOGS211125	1273	1273
DPOGS211123	465	465
DPOGS211210	1219	1219
DPOGS211085	1128	1128
DPOGS211110	439	439
DPOGS211207	703	703
DPOGS211084	1169	1169
DPOGS211081	714	714
DPOGS211096	520	520
DPOGS211082	2395	2395
DPOGS211219	948	948
DPOGS211208	544	544
DPOGS211079	1760	1760
DPOGS211160	5146	5146
DPOGS211163	640	640
DPOGS211122	1731	1731
DPOGS211095	829	829
DPOGS211162	814	814
DPOGS211094	848	848
DPOGS211159	742	742
DPOGS211126	4240	4240
DPOGS211206	1682	1682
DPOGS211135	1029	1029
DPOGS211097	131	131
DPOGS211077	509	509
DPOGS211118	817	817
DPOGS211078	876	876
DPOGS211201	826	826
DPOGS211093	1209	1209
DPOGS211157	249	249
DPOGS211175	9548	9548
DPOGS211188	533	533
DPOGS211150	1938	1938
DPOGS211165	1818	1818
DPOGS211086	756	756
DPOGS211192	121	121
DPOGS211128	365	365
DPOGS211183	500	500
DPOGS211117	933	933
DPOGS211131	879	879
DPOGS211119	207	207
DPOGS211205	680	680
DPOGS211134	535	535
DPOGS211191	909	909
DPOGS211121	486	486
DPOGS211176	655	655
DPOGS211136	763	763
DPOGS211166	1496	1496
DPOGS211127	548	548
DPOGS211182	1443	1443
DPOGS211198	194	194
DPOGS211088	255	255
DPOGS211076	973	973
DPOGS211171	724	724
DPOGS211172	1340	1340
DPOGS211158	536	536
DPOGS211156	1199	1199
DPOGS211218	268	268
DPOGS211108	3001	3001
DPOGS211109	1120	1120
DPOGS211080	2805	2805
DPOGS211209	374	374
DPOGS211075	1408	1408
DPOGS211168	1186	1186
DPOGS211101	1185	1185
DPOGS211130	570	570
DPOGS211186	2020	2020
DPOGS211145	301	301
DPOGS211132	808	808
DPOGS211174	880	880
DPOGS211190	966	966
DPOGS211161	1396	1396
DPOGS211220	934	934
DPOGS211193	494	494
DPOGS211164	119	119
DPOGS211167	650	650
DPOGS211100	993	993
DPOGS211113	490	490
DPOGS211074	2152	2152
DPOGS211116	304	304
DPOGS211203	2094	2094
DPOGS211120	542	542
DPOGS211154	498	498
DPOGS211155	449	449
DPOGS211133	1871	1871
DPOGS211148	772	772
DPOGS211149	1089	1089
DPOGS211221	878	878
DPOGS211181	1906	1906
DPOGS211073	668	668
DPOGS211138	1478	1478
DPOGS211087	1482	1482
DPOGS211213	393	393
DPOGS211089	1934	1934
DPOGS211090	1221	1221
DPOGS211173	2827	2827
DPOGS211092	1716	1716
DPOGS211107	620	620
DPOGS211153	414	414
DPOGS211230	926	926
DPOGS211147	947	947
DPOGS211177	524	524
DPOGS211137	146	146
DPOGS211072	367	367
DPOGS211139	1309	1309
DPOGS211184	525	525
DPOGS211144	2008	2008
DPOGS211104	530	530
DPOGS211146	2259	2259
DPOGS211189	801	801
DPOGS211216	671	671
DPOGS211217	556	556
DPOGS211103	1223	1223
DPOGS211229	742	742
DPOGS211197	2237	2237
DPOGS211071	934	934
DPOGS211179	157	157
DPOGS211151	668	668
DPOGS211091	449	449
DPOGS211200	107	107
DPOGS211115	349	349
DPOGS211204	1107	1107
DPOGS211098	393	393
DPOGS211105	172	172
DPOGS211106	252	252
DPOGS211227	207	207
DPOGS211129	428	428
DPOGS211223	533	533
DPOGS211169	534	534
DPOGS211180	426	426
DPOGS211143	1804	1804
DPOGS211102	421	421
DPOGS211215	1693	1693
DPOGS211170	63	63
DPOGS211224	1237	1237
DPOGS211112	344	344
DPOGS211195	637	637
DPOGS211228	174	174
DPOGS211194	551	551
DPOGS211141	252	252
DPOGS211202	2152	2152
DPOGS211099	183	183
DPOGS211178	1193	1193
DPOGS211114	932	932
DPOGS211222	2749	2749
DPOGS211226	395	395
DPOGS211142	310	310
DPOGS211225	357	357
DPOGS211140	133	133
DPOGS211111	851	851
DPOGS211212	243	243
DPOGS211214	863	863
DPOGS211152	977	977
DPOGS207243	1096	1096
DPOGS207291	426	426
DPOGS207248	450	450
DPOGS207282	2022	2022
DPOGS207287	899	899
DPOGS207286	434	434
DPOGS207273	939	939
DPOGS207247	1673	1673
DPOGS207277	247	247
DPOGS207272	348	348
DPOGS207274	586	586
DPOGS207285	774	774
DPOGS207280	1092	1092
DPOGS207241	201	201
DPOGS207249	143	143
DPOGS207268	1139	1139
DPOGS207244	74	74
DPOGS207250	1769	1769
DPOGS207245	71	71
DPOGS207304	987	987
DPOGS207283	595	595
DPOGS207281	1926	1926
DPOGS207279	240	240
DPOGS207253	797	797
DPOGS207293	527	527
DPOGS207288	5275	5275
DPOGS207242	712	712
DPOGS207289	208	208
DPOGS207264	2785	2785
DPOGS207300	6678	6678
DPOGS207246	3349	3349
DPOGS207271	573	573
DPOGS207313	1142	1142
DPOGS207314	383	383
DPOGS207251	1404	1404
DPOGS207275	1133	1133
DPOGS207310	570	570
DPOGS207308	1814	1814
DPOGS207284	1861	1861
DPOGS207255	638	638
DPOGS207265	419	419
DPOGS207309	3465	3465
DPOGS207298	271	271
DPOGS207297	1360	1360
DPOGS207270	557	557
DPOGS207312	1055	1055
DPOGS207256	275	275
DPOGS207307	964	964
DPOGS207278	413	413
DPOGS207257	2306	2306
DPOGS207305	1236	1236
DPOGS207262	833	833
DPOGS207252	1007	1007
DPOGS207294	724	724
DPOGS207254	773	773
DPOGS207301	799	799
DPOGS207269	494	494
DPOGS207266	796	796
DPOGS207296	1581	1581
DPOGS207311	2594	2594
DPOGS207306	845	845
DPOGS207302	201	201
DPOGS207276	999	999
DPOGS207303	409	409
DPOGS207261	1154	1154
DPOGS207258	1438	1438
DPOGS207259	485	485
DPOGS207260	270	270
DPOGS207299	638	638
DPOGS207295	657	657
DPOGS207263	603	603
DPOGS208919	731	731
DPOGS208957	1020	1020
DPOGS208879	726	726
DPOGS208918	469	469
DPOGS208965	981	981
DPOGS208966	694	694
DPOGS208921	1387	1387
DPOGS208878	771	771
DPOGS208949	2567	2567
DPOGS208959	1621	1621
DPOGS208963	1411	1411
DPOGS208961	1884	1884
DPOGS208927	10004	10004
DPOGS208916	516	516
DPOGS208876	1071	1071
DPOGS208956	324	324
DPOGS208880	523	523
DPOGS208908	1518	1518
DPOGS208881	781	781
DPOGS208947	768	768
DPOGS208990	290	290
DPOGS208909	518	518
DPOGS208912	3127	3127
DPOGS208913	402	402
DPOGS208968	714	714
DPOGS208926	224	224
DPOGS208887	944	944
DPOGS208875	1029	1029
DPOGS208955	193	193
DPOGS208917	1759	1759
DPOGS208920	681	681
DPOGS208964	262	262
DPOGS208962	938	938
DPOGS208958	629	629
DPOGS208895	148	148
DPOGS208884	971	971
DPOGS208883	695	695
DPOGS208901	160	160
DPOGS208910	121	121
DPOGS208915	1458	1458
DPOGS208914	1032	1032
DPOGS208971	438	438
DPOGS208873	1651	1651
DPOGS208852	1659	1659
DPOGS208976	659	659
DPOGS208930	1180	1180
DPOGS208974	757	757
DPOGS208943	464	464
DPOGS208945	1174	1174
DPOGS208950	538	538
DPOGS208911	146	146
DPOGS208924	1525	1525
DPOGS208925	748	748
DPOGS208886	1430	1430
DPOGS208874	562	562
DPOGS208999	542	542
DPOGS208986	503	503
DPOGS208946	233	233
DPOGS208989	528	528
DPOGS208906	237	237
DPOGS208893	372	372
DPOGS208948	2463	2463
DPOGS208867	202	202
DPOGS208922	1035	1035
DPOGS208858	354	354
DPOGS208900	2451	2451
DPOGS208856	215	215
DPOGS208888	1695	1695
DPOGS208970	562	562
DPOGS208870	246	246
DPOGS208960	244	244
DPOGS208975	966	966
DPOGS208894	1839	1839
DPOGS208942	512	512
DPOGS208929	531	531
DPOGS208935	371	371
DPOGS208994	332	332
DPOGS208996	147	147
DPOGS208997	2965	2965
DPOGS208954	2150	2150
DPOGS208998	933	933
DPOGS208872	290	290
DPOGS208938	325	325
DPOGS208934	373	373
DPOGS208865	283	283
DPOGS208907	1341	1341
DPOGS208933	2012	2012
DPOGS208904	676	676
DPOGS208944	3373	3373
DPOGS208896	2468	2468
DPOGS208882	1438	1438
DPOGS208923	2687	2687
DPOGS208967	843	843
DPOGS208899	980	980
DPOGS208861	233	233
DPOGS208868	118	118
DPOGS208862	345	345
DPOGS208969	529	529
DPOGS208892	1713	1713
DPOGS208866	280	280
DPOGS208931	125	125
DPOGS208972	204	204
DPOGS208890	1143	1143
DPOGS208859	539	539
DPOGS208979	192	192
DPOGS208980	1635	1635
DPOGS208952	756	756
DPOGS208953	3215	3215
DPOGS208853	703	703
DPOGS208941	1942	1942
DPOGS208864	498	498
DPOGS208905	256	256
DPOGS208928	294	294
DPOGS208869	115	115
DPOGS208973	2017	2017
DPOGS208987	475	475
DPOGS208991	2070	2070
DPOGS208977	375	375
DPOGS208951	262	262
DPOGS208885	229	229
DPOGS208854	334	334
DPOGS208863	665	665
DPOGS208891	1824	1824
DPOGS208860	626	626
DPOGS208983	877	877
DPOGS208936	206	206
DPOGS208857	1997	1997
DPOGS208903	331	331
DPOGS208855	250	250
DPOGS208871	848	848
DPOGS208981	1155	1155
DPOGS208898	1162	1162
DPOGS208982	625	625
DPOGS208995	285	285
DPOGS208939	4048	4048
DPOGS208988	197	197
DPOGS208992	1161	1161
DPOGS208897	437	437
DPOGS208978	1296	1296
DPOGS208993	6971	6971
DPOGS208889	449	449
DPOGS208902	848	848
DPOGS208940	1309	1309
DPOGS208937	1623	1623
DPOGS203805	283	283
DPOGS203766	6969	6969
DPOGS203639	1385	1385
DPOGS203641	275	275
DPOGS203637	709	709
DPOGS203767	1767	1767
DPOGS203705	40	40
DPOGS203638	840	840
DPOGS203777	268	268
DPOGS203642	584	584
DPOGS203678	283	283
DPOGS203676	3580	3580
DPOGS203770	614	614
DPOGS203646	432	432
DPOGS203649	1843	1843
DPOGS203782	424	424
DPOGS203648	519	519
DPOGS203636	124	124
DPOGS203769	4012	4012
DPOGS203837	189	189
DPOGS203765	6269	6269
DPOGS203793	691	691
DPOGS203832	1233	1233
DPOGS203640	933	933
DPOGS203675	2089	2089
DPOGS203853	270	270
DPOGS203717	385	385
DPOGS203810	1625	1625
DPOGS203762	473	473
DPOGS203792	3095	3095
DPOGS203644	550	550
DPOGS203775	522	522
DPOGS203811	728	728
DPOGS203652	764	764
DPOGS203804	1337	1337
DPOGS203768	1091	1091
DPOGS203772	1178	1178
DPOGS203684	838	838
DPOGS203779	669	669
DPOGS203659	469	469
DPOGS203643	1015	1015
DPOGS203774	104	104
DPOGS203803	1721	1721
DPOGS203645	237	237
DPOGS203836	581	581
DPOGS203677	677	677
DPOGS203720	2045	2045
DPOGS203850	755	755
DPOGS203846	937	937
DPOGS203680	292	292
DPOGS203721	760	760
DPOGS203647	175	175
DPOGS203673	329	329
DPOGS203834	444	444
DPOGS203657	2626	2626
DPOGS203686	1710	1710
DPOGS203835	963	963
DPOGS203669	368	368
DPOGS203758	574	574
DPOGS203718	478	478
DPOGS203651	864	864
DPOGS203828	932	932
DPOGS203653	573	573
DPOGS203654	386	386
DPOGS203809	2139	2139
DPOGS203860	233	233
DPOGS203672	1362	1362
DPOGS203806	864	864
DPOGS203789	594	594
DPOGS203671	1538	1538
DPOGS203820	236	236
DPOGS203687	1994	1994
DPOGS203826	461	461
DPOGS203764	253	253
DPOGS203763	241	241
DPOGS203778	525	525
DPOGS203780	2109	2109
DPOGS203728	211	211
DPOGS203702	792	792
DPOGS203816	512	512
DPOGS203819	943	943
DPOGS203808	788	788
DPOGS203730	620	620
DPOGS203786	4929	4929
DPOGS203785	4144	4144
DPOGS203838	320	320
DPOGS203690	3705	3705
DPOGS203824	1040	1040
DPOGS203825	1250	1250
DPOGS203822	910	910
DPOGS203783	939	939
DPOGS203726	685	685
DPOGS203658	1451	1451
DPOGS203788	1043	1043
DPOGS203727	1307	1307
DPOGS203698	836	836
DPOGS203761	569	569
DPOGS203760	1778	1778
DPOGS203802	1565	1565
DPOGS203715	198	198
DPOGS203849	802	802
DPOGS203707	750	750
DPOGS203839	1169	1169
DPOGS203823	425	425
DPOGS203771	501	501
DPOGS203681	157	157
DPOGS203667	321	321
DPOGS203700	580	580
DPOGS203670	1106	1106
DPOGS203773	1108	1108
DPOGS203862	3801	3801
DPOGS203731	374	374
DPOGS203685	858	858
DPOGS203650	991	991
DPOGS203716	3702	3702
DPOGS203863	192	192
DPOGS203735	2863	2863
DPOGS203692	2999	2999
DPOGS203790	144	144
DPOGS203725	129	129
DPOGS203843	714	714
DPOGS203857	326	326
DPOGS203784	822	822
DPOGS203787	373	373
DPOGS203714	278	278
DPOGS203791	1650	1650
DPOGS203704	1805	1805
DPOGS203734	462	462
DPOGS203706	275	275
DPOGS203795	1202	1202
DPOGS203865	505	505
DPOGS203851	426	426
DPOGS203833	1094	1094
DPOGS203814	1119	1119
DPOGS203656	283	283
DPOGS203759	1125	1125
DPOGS203801	273	273
DPOGS203818	739	739
DPOGS203713	355	355
DPOGS203844	800	800
DPOGS203660	357	357
DPOGS203845	937	937
DPOGS203733	287	287
DPOGS203666	466	466
DPOGS203781	385	385
DPOGS203701	915	915
DPOGS203699	1236	1236
DPOGS203752	353	353
DPOGS203859	3848	3848
DPOGS203683	1036	1036
DPOGS203696	1453	1453
DPOGS203682	644	644
DPOGS203815	1128	1128
DPOGS203855	480	480
DPOGS203741	584	584
DPOGS203703	336	336
DPOGS203689	956	956
DPOGS203710	949	949
DPOGS203852	580	580
DPOGS203674	1341	1341
DPOGS203724	437	437
DPOGS203697	537	537
DPOGS203830	395	395
DPOGS203757	1056	1056
DPOGS203755	114	114
DPOGS203817	735	735
DPOGS203738	421	421
DPOGS203829	1473	1473
DPOGS203693	2049	2049
DPOGS203661	1575	1575
DPOGS203864	509	509
DPOGS203742	364	364
DPOGS203861	1488	1488
DPOGS203655	976	976
DPOGS203841	275	275
DPOGS203722	722	722
DPOGS203662	86	86
DPOGS203858	625	625
DPOGS203812	308	308
DPOGS203745	638	638
DPOGS203813	1225	1225
DPOGS203691	364	364
DPOGS203821	1202	1202
DPOGS203798	269	269
DPOGS203831	1988	1988
DPOGS203737	1888	1888
DPOGS203668	1405	1405
DPOGS203754	520	520
DPOGS203840	443	443
DPOGS203688	337	337
DPOGS203736	106	106
DPOGS203732	420	420
DPOGS203856	988	988
DPOGS203695	458	458
DPOGS203797	1303	1303
DPOGS203723	146	146
DPOGS203749	157	157
DPOGS203842	241	241
DPOGS203740	2098	2098
DPOGS203751	546	546
DPOGS203664	1027	1027
DPOGS203719	1661	1661
DPOGS203750	154	154
DPOGS203665	770	770
DPOGS203796	2483	2483
DPOGS203748	402	402
DPOGS203712	2105	2105
DPOGS203747	750	750
DPOGS203663	53	53
DPOGS203739	400	400
DPOGS203744	297	297
DPOGS203711	3483	3483
DPOGS211864	215	215
DPOGS211946	1878	1878
DPOGS211875	1338	1338
DPOGS211904	284	284
DPOGS211902	1188	1188
DPOGS211845	727	727
DPOGS211862	268	268
DPOGS211903	1108	1108
DPOGS211947	683	683
DPOGS211945	371	371
DPOGS211863	719	719
DPOGS211888	1393	1393
DPOGS211913	720	720
DPOGS211928	535	535
DPOGS211844	159	159
DPOGS211937	156	156
DPOGS211861	591	591
DPOGS211874	1689	1689
DPOGS211929	653	653
DPOGS211905	1059	1059
DPOGS211858	489	489
DPOGS211960	1721	1721
DPOGS211860	281	281
DPOGS211859	578	578
DPOGS211958	1634	1634
DPOGS211899	1811	1811
DPOGS211927	369	369
DPOGS211901	1117	1117
DPOGS211843	1200	1200
DPOGS211976	960	960
DPOGS211847	522	522
DPOGS211957	139	139
DPOGS211876	1668	1668
DPOGS211872	307	307
DPOGS211873	1037	1037
DPOGS211935	274	274
DPOGS211956	691	691
DPOGS211975	1262	1262
DPOGS211900	900	900
DPOGS211944	5531	5531
DPOGS211914	1140	1140
DPOGS211912	242	242
DPOGS211924	183	183
DPOGS211939	2325	2325
DPOGS211950	1342	1342
DPOGS211889	232	232
DPOGS211942	969	969
DPOGS211911	631	631
DPOGS211871	633	633
DPOGS211941	1811	1811
DPOGS211948	775	775
DPOGS211857	1335	1335
DPOGS211887	352	352
DPOGS211943	2415	2415
DPOGS211885	908	908
DPOGS211910	307	307
DPOGS211850	718	718
DPOGS211949	502	502
DPOGS211974	592	592
DPOGS211978	130	130
DPOGS211867	1378	1378
DPOGS211967	1316	1316
DPOGS211870	1289	1289
DPOGS211938	152	152
DPOGS211886	427	427
DPOGS211934	1474	1474
DPOGS211926	1390	1390
DPOGS211866	299	299
DPOGS211915	1125	1125
DPOGS211962	7956	7956
DPOGS211979	663	663
DPOGS211892	590	590
DPOGS211898	1552	1552
DPOGS211923	219	219
DPOGS211893	962	962
DPOGS211881	2739	2739
DPOGS211869	603	603
DPOGS211954	768	768
DPOGS211973	606	606
DPOGS211963	819	819
DPOGS211906	965	965
DPOGS211897	298	298
DPOGS211846	347	347
DPOGS211909	560	560
DPOGS211868	681	681
DPOGS211884	505	505
DPOGS211896	615	615
DPOGS211972	207	207
DPOGS211930	1908	1908
DPOGS211918	1122	1122
DPOGS211925	354	354
DPOGS211959	110	110
DPOGS211966	323	323
DPOGS211883	3754	3754
DPOGS211907	800	800
DPOGS211965	451	451
DPOGS211894	354	354
DPOGS211852	985	985
DPOGS211952	684	684
DPOGS211936	144	144
DPOGS211853	951	951
DPOGS211865	826	826
DPOGS211931	1058	1058
DPOGS211851	2078	2078
DPOGS211953	589	589
DPOGS211882	1054	1054
DPOGS211854	1471	1471
DPOGS211922	276	276
DPOGS211916	1198	1198
DPOGS211848	379	379
DPOGS211921	1101	1101
DPOGS211917	478	478
DPOGS211895	137	137
DPOGS211880	459	459
DPOGS211964	408	408
DPOGS211951	1291	1291
DPOGS211920	989	989
DPOGS211980	187	187
DPOGS211908	472	472
DPOGS211981	694	694
DPOGS211877	579	579
DPOGS211961	1639	1639
DPOGS211891	1646	1646
DPOGS211890	254	254
DPOGS211879	548	548
DPOGS211982	303	303
DPOGS211878	577	577
DPOGS211919	235	235
DPOGS211933	128	128
DPOGS211977	389	389
DPOGS210689	616	616
DPOGS210707	815	815
DPOGS210691	1361	1361
DPOGS210735	758	758
DPOGS210744	327	327
DPOGS210703	413	413
DPOGS210720	1448	1448
DPOGS210692	308	308
DPOGS210746	253	253
DPOGS210674	235	235
DPOGS210704	1007	1007
DPOGS210733	540	540
DPOGS210743	2863	2863
DPOGS210761	168	168
DPOGS210688	381	381
DPOGS210690	3139	3139
DPOGS210745	763	763
DPOGS210670	115	115
DPOGS210679	310	310
DPOGS210734	889	889
DPOGS210701	79	79
DPOGS210718	1970	1970
DPOGS210730	1275	1275
DPOGS210673	172	172
DPOGS210742	763	763
DPOGS210686	393	393
DPOGS210759	1777	1777
DPOGS210719	109	109
DPOGS210736	898	898
DPOGS210675	111	111
DPOGS210729	529	529
DPOGS210702	1209	1209
DPOGS210667	935	935
DPOGS210678	459	459
DPOGS210732	1076	1076
DPOGS210731	183	183
DPOGS210699	164	164
DPOGS210684	707	707
