"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS212157"	"DPSCF300038"	"DPOGS212157"	"A"	9
"DPOGS212129"	"DPSCF300038"	"DPOGS212129"	"A"	9
"DPOGS212169"	"DPSCF300038"	"DPOGS212169"	"A"	9
"DPOGS212143"	"DPSCF300038"	"DPOGS212143"	"A"	9
"DPOGS212088"	"DPSCF300038"	"DPOGS212088"	"A"	9
"DPOGS212117"	"DPSCF300038"	"DPOGS212117"	"A"	9
"DPOGS212172"	"DPSCF300038"	"DPOGS212172"	"A"	9
"DPOGS212162"	"DPSCF300038"	"DPOGS212162"	"A"	9
"DPOGS212123"	"DPSCF300038"	"DPOGS212123"	"A"	9
"DPOGS212165"	"DPSCF300038"	"DPOGS212165"	"A"	9
"DPOGS212182"	"DPSCF300038"	"DPOGS212182"	"A"	9
"DPOGS212141"	"DPSCF300038"	"DPOGS212141"	"A"	9
"DPOGS212116"	"DPSCF300038"	"DPOGS212116"	"A"	9
"DPOGS212086"	"DPSCF300038"	"DPOGS212086"	"A"	9
"DPOGS212171"	"DPSCF300038"	"DPOGS212171"	"A"	9
"DPOGS212156"	"DPSCF300038"	"DPOGS212156"	"A"	9
"DPOGS212167"	"DPSCF300038"	"DPOGS212167"	"A"	9
"DPOGS212139"	"DPSCF300038"	"DPOGS212139"	"A"	9
"DPOGS212176"	"DPSCF300038"	"DPOGS212176"	"A"	9
"DPOGS212125"	"DPSCF300038"	"DPOGS212125"	"A"	9
"DPOGS212095"	"DPSCF300038"	"DPOGS212095"	"A"	9
"DPOGS212108"	"DPSCF300038"	"DPOGS212108"	"A"	9
"DPOGS212115"	"DPSCF300038"	"DPOGS212115"	"A"	9
"DPOGS212113"	"DPSCF300038"	"DPOGS212113"	"A"	9
"DPOGS212151"	"DPSCF300038"	"DPOGS212151"	"A"	9
"DPOGS212130"	"DPSCF300038"	"DPOGS212130"	"A"	9
"DPOGS212178"	"DPSCF300038"	"DPOGS212178"	"A"	9
"DPOGS212137"	"DPSCF300038"	"DPOGS212137"	"A"	9
"DPOGS212168"	"DPSCF300038"	"DPOGS212168"	"A"	9
"DPOGS212142"	"DPSCF300038"	"DPOGS212142"	"A"	9
"DPOGS212127"	"DPSCF300038"	"DPOGS212127"	"A"	9
"DPOGS212163"	"DPSCF300038"	"DPOGS212163"	"A"	9
"DPOGS212173"	"DPSCF300038"	"DPOGS212173"	"A"	9
"DPOGS212155"	"DPSCF300038"	"DPOGS212155"	"A"	9
"DPOGS212103"	"DPSCF300038"	"DPOGS212103"	"A"	9
"DPOGS212166"	"DPSCF300038"	"DPOGS212166"	"A"	9
"DPOGS212099"	"DPSCF300038"	"DPOGS212099"	"A"	9
"DPOGS212138"	"DPSCF300038"	"DPOGS212138"	"A"	9
"DPOGS212126"	"DPSCF300038"	"DPOGS212126"	"A"	9
"DPOGS212136"	"DPSCF300038"	"DPOGS212136"	"A"	9
"DPOGS212134"	"DPSCF300038"	"DPOGS212134"	"A"	9
"DPOGS212083"	"DPSCF300038"	"DPOGS212083"	"A"	9
"DPOGS212140"	"DPSCF300038"	"DPOGS212140"	"A"	9
"DPOGS212112"	"DPSCF300038"	"DPOGS212112"	"A"	9
"DPOGS212181"	"DPSCF300038"	"DPOGS212181"	"A"	9
"DPOGS212152"	"DPSCF300038"	"DPOGS212152"	"A"	9
"DPOGS212110"	"DPSCF300038"	"DPOGS212110"	"A"	9
"DPOGS212122"	"DPSCF300038"	"DPOGS212122"	"A"	9
"DPOGS212084"	"DPSCF300038"	"DPOGS212084"	"A"	9
"DPOGS212106"	"DPSCF300038"	"DPOGS212106"	"A"	9
"DPOGS212180"	"DPSCF300038"	"DPOGS212180"	"A"	9
"DPOGS212153"	"DPSCF300038"	"DPOGS212153"	"A"	9
"DPOGS212150"	"DPSCF300038"	"DPOGS212150"	"A"	9
"DPOGS212154"	"DPSCF300038"	"DPOGS212154"	"A"	9
"DPOGS212177"	"DPSCF300038"	"DPOGS212177"	"A"	9
"DPOGS212175"	"DPSCF300038"	"DPOGS212175"	"A"	9
"DPOGS212135"	"DPSCF300038"	"DPOGS212135"	"A"	9
"DPOGS212098"	"DPSCF300038"	"DPOGS212098"	"A"	9
"DPOGS212164"	"DPSCF300038"	"DPOGS212164"	"A"	9
"DPOGS212149"	"DPSCF300038"	"DPOGS212149"	"A"	9
"DPOGS212146"	"DPSCF300038"	"DPOGS212146"	"A"	9
"DPOGS212096"	"DPSCF300038"	"DPOGS212096"	"A"	9
"DPOGS212109"	"DPSCF300038"	"DPOGS212109"	"A"	9
"DPOGS212111"	"DPSCF300038"	"DPOGS212111"	"A"	9
"DPOGS212179"	"DPSCF300038"	"DPOGS212179"	"A"	9
"DPOGS212105"	"DPSCF300038"	"DPOGS212105"	"A"	9
"DPOGS212174"	"DPSCF300038"	"DPOGS212174"	"A"	9
"DPOGS212097"	"DPSCF300038"	"DPOGS212097"	"A"	9
"DPOGS212107"	"DPSCF300038"	"DPOGS212107"	"A"	9
"DPOGS212148"	"DPSCF300038"	"DPOGS212148"	"A"	9
"DPOGS212147"	"DPSCF300038"	"DPOGS212147"	"A"	9
"DPOGS212133"	"DPSCF300038"	"DPOGS212133"	"A"	9
