gene.id	total_sites	non-NA_sites
DPOGS200417	6778	6778
DPOGS200421	12664	12664
DPOGS200422	10257	10257
DPOGS200427	7562	7562
DPOGS200429	9552	9552
DPOGS200437	8384	8384
DPOGS200439	6684	6684
DPOGS200445	13690	13690
DPOGS200446	7931	7931
DPOGS200447	7609	7609
DPOGS200448	3139	3139
DPOGS200450	6610	6610
DPOGS200452	5786	5786
DPOGS200454	6433	6433
DPOGS200460	2029	2029
DPOGS200463	4465	4465
DPOGS200466	4948	4948
DPOGS200467	4091	4091
DPOGS200468	4622	4622
DPOGS200469	3217	3217
DPOGS200471	3927	3927
DPOGS200472	1235	1235
DPOGS200473	1213	1213
DPOGS200474	1800	1800
DPOGS200499	5326	5326
DPOGS200519	1718	1718
DPOGS200520	2852	2852
DPOGS200575	589	589
DPOGS200579	209	209
DPOGS200663	204	204
DPOGS200664	774	774
DPOGS200665	288	288
DPOGS200666	3480	3480
DPOGS200667	150	150
DPOGS200668	1171	1171
DPOGS200693	946	946
DPOGS200698	8683	8683
DPOGS200699	4506	4506
DPOGS200706	120	120
DPOGS200762	992	992
DPOGS200763	8103	8103
DPOGS200764	7215	7215
DPOGS200765	4234	4234
DPOGS200766	447	447
DPOGS200769	1602	1602
DPOGS200770	1223	1223
DPOGS200771	7587	7587
DPOGS200772	3199	3199
DPOGS200773	2633	2633
DPOGS200793	1465	1465
DPOGS200796	269	269
DPOGS200800	337	337
DPOGS200801	315	315
DPOGS200815	183	183
DPOGS200879	1210	1210
DPOGS200880	306	306
DPOGS200881	439	439
DPOGS200883	10970	10970
DPOGS200884	1231	1231
DPOGS200885	823	823
DPOGS200886	3443	3443
DPOGS200946	4993	4993
DPOGS200949	4604	4604
DPOGS200950	2220	2220
DPOGS200951	5640	5640
DPOGS200953	4645	4645
DPOGS200962	2467	2467
DPOGS200964	180	180
DPOGS200972	4978	4978
DPOGS200973	2022	2022
DPOGS200974	1326	1326
DPOGS200976	5272	5272
DPOGS200977	3087	3087
DPOGS200984	4531	4531
DPOGS200986	1619	1619
DPOGS200987	3297	3297
DPOGS200988	4545	4545
DPOGS200989	3119	3119
DPOGS200992	2409	2409
DPOGS200994	2821	2821
DPOGS200995	5775	5775
DPOGS200996	1730	1730
DPOGS200997	2069	2069
DPOGS200998	1512	1512
DPOGS201008	3010	3010
DPOGS201010	3795	3795
DPOGS201014	2006	2006
DPOGS201015	2125	2125
DPOGS201020	3307	3307
DPOGS201026	5091	5091
DPOGS201053	13264	13264
DPOGS201099	455	455
DPOGS201128	534	534
DPOGS201210	5854	5854
DPOGS201214	252	252
DPOGS201215	979	979
DPOGS201217	687	687
DPOGS201218	207	207
DPOGS201219	942	942
DPOGS201267	78	78
DPOGS201268	90	90
DPOGS201272	1298	1298
DPOGS201274	456	456
DPOGS201405	456	456
DPOGS201406	770	770
DPOGS201407	529	529
DPOGS201409	978	978
DPOGS201410	968	968
DPOGS201411	1422	1422
DPOGS201412	918	918
DPOGS201414	454	454
DPOGS201416	1395	1395
DPOGS201420	1296	1296
DPOGS201426	1856	1856
DPOGS201428	1404	1404
DPOGS201429	1072	1072
DPOGS201430	1206	1206
DPOGS201432	1109	1109
DPOGS201433	1109	1109
DPOGS201434	417	417
DPOGS201435	1010	1010
DPOGS201436	777	777
DPOGS201437	777	777
DPOGS201440	1290	1290
DPOGS201442	489	489
DPOGS201443	669	669
DPOGS201444	874	874
DPOGS201453	1745	1745
DPOGS201455	162	162
DPOGS201456	555	555
DPOGS201469	1778	1778
DPOGS201472	1691	1691
DPOGS201476	961	961
DPOGS201477	1688	1688
DPOGS201482	1155	1155
DPOGS201487	222	222
DPOGS201488	1463	1463
DPOGS201491	1415	1415
DPOGS201503	923	923
DPOGS201505	583	583
DPOGS201508	708	708
DPOGS201510	1341	1341
DPOGS201511	1208	1208
DPOGS201512	1846	1846
DPOGS201513	1856	1856
DPOGS201523	1520	1520
DPOGS201530	571	571
DPOGS201539	1647	1647
DPOGS201542	418	418
DPOGS201548	538	538
DPOGS201576	465	465
DPOGS201580	1087	1087
DPOGS201582	30149	30149
DPOGS201584	3051	3051
DPOGS201586	1216	1216
DPOGS201588	1751	1751
DPOGS201589	9902	9902
DPOGS201590	1794	1794
DPOGS201591	1076	1076
DPOGS201594	3843	3843
DPOGS201595	12793	12793
DPOGS201596	1330	1330
DPOGS201597	13180	13180
DPOGS201599	1836	1836
DPOGS201600	10023	10023
DPOGS201601	12785	12785
DPOGS201603	2997	2997
DPOGS201604	1592	1592
DPOGS201605	35129	35129
DPOGS201606	1167	1167
DPOGS201609	1697	1697
DPOGS201612	3748	3748
DPOGS201613	1745	1745
DPOGS201614	2511	2511
DPOGS201618	15311	15311
DPOGS201628	6490	6490
DPOGS201629	192	192
DPOGS201630	9959	9959
DPOGS201632	1696	1696
DPOGS201634	1520	1520
DPOGS201635	768	768
DPOGS201636	1178	1178
DPOGS201660	3860	3860
DPOGS201663	5245	5245
DPOGS201666	2377	2377
DPOGS201667	2541	2541
DPOGS201668	6109	6109
DPOGS201669	4504	4504
DPOGS201670	2750	2750
DPOGS201672	2116	2116
DPOGS201674	3892	3892
DPOGS201677	4194	4194
DPOGS201678	3493	3493
DPOGS201680	5615	5615
DPOGS201682	2786	2786
DPOGS201683	2826	2826
DPOGS201685	1460	1460
DPOGS201686	477	477
DPOGS201687	494	494
DPOGS201688	834	834
DPOGS201694	935	935
DPOGS201697	172	172
DPOGS201699	278	278
DPOGS201705	864	864
DPOGS201707	928	928
DPOGS201726	3991	3991
DPOGS201728	12008	12008
DPOGS201730	4149	4149
DPOGS201735	6610	6610
DPOGS201736	3786	3786
DPOGS201767	300	300
DPOGS201768	340	340
DPOGS201769	219	219
DPOGS201770	659	659
DPOGS201825	7604	7604
DPOGS201826	8761	8761
DPOGS201945	17852	17852
DPOGS201956	3209	3209
DPOGS201957	8069	8069
DPOGS201958	8696	8696
DPOGS201959	3625	3625
DPOGS201962	11923	11923
DPOGS201964	10685	10685
DPOGS201965	12765	12765
DPOGS201966	10091	10091
DPOGS201969	5176	5176
DPOGS201978	6357	6357
DPOGS201984	5312	5312
DPOGS201985	5805	5805
DPOGS201988	3547	3547
DPOGS201993	5232	5232
DPOGS201994	9282	9282
DPOGS201998	12743	12743
DPOGS201999	6465	6465
DPOGS202076	10049	10049
DPOGS202077	3734	3734
DPOGS202078	3958	3958
DPOGS202079	16201	16201
DPOGS202080	1743	1743
DPOGS202081	13081	13081
DPOGS202082	3801	3801
DPOGS202083	1200	1200
DPOGS202087	3367	3367
DPOGS202088	3684	3684
DPOGS202089	369	369
DPOGS202091	117	117
DPOGS202093	14375	14375
DPOGS202094	19515	19515
DPOGS202104	11674	11674
DPOGS202110	11357	11357
DPOGS202114	7842	7842
DPOGS202116	8641	8641
DPOGS202118	8889	8889
DPOGS202125	9961	9961
DPOGS202128	9416	9416
DPOGS202133	717	717
DPOGS202147	4037	4037
DPOGS202152	6610	6610
DPOGS202153	2049	2049
DPOGS202154	5470	5470
DPOGS202156	2662	2662
DPOGS202157	5609	5609
DPOGS202161	4835	4835
DPOGS202163	4046	4046
DPOGS202165	6844	6844
DPOGS202167	5966	5966
DPOGS202176	8319	8319
DPOGS202177	6654	6654
DPOGS202178	7070	7070
DPOGS202179	3100	3100
DPOGS202184	192	192
DPOGS202238	168	168
DPOGS202239	4025	4025
DPOGS202242	1482	1482
DPOGS202244	3262	3262
DPOGS202245	1593	1593
DPOGS202247	4240	4240
DPOGS202248	5372	5372
DPOGS202249	2655	2655
DPOGS202250	3127	3127
DPOGS202251	2421	2421
DPOGS202252	5127	5127
DPOGS202255	2065	2065
DPOGS202256	2779	2779
DPOGS202257	2322	2322
DPOGS202258	4032	4032
DPOGS202262	2000	2000
DPOGS202263	1665	1665
DPOGS202265	4486	4486
DPOGS202266	1972	1972
DPOGS202267	4900	4900
DPOGS202269	1480	1480
DPOGS202272	2952	2952
DPOGS202274	2603	2603
DPOGS202280	3537	3537
DPOGS202281	3784	3784
DPOGS202282	2153	2153
DPOGS202288	3364	3364
DPOGS202292	5317	5317
DPOGS202293	1911	1911
DPOGS202300	3076	3076
DPOGS202303	1962	1962
DPOGS202307	1823	1823
DPOGS202309	2670	2670
DPOGS202313	4727	4727
DPOGS202317	1467	1467
DPOGS202320	3836	3836
DPOGS202321	4854	4854
DPOGS202322	2248	2248
DPOGS202324	3468	3468
DPOGS202325	2286	2286
DPOGS202326	1508	1508
DPOGS202328	3156	3156
DPOGS202329	3299	3299
DPOGS202332	5158	5158
DPOGS202333	4093	4093
DPOGS202336	4099	4099
DPOGS202338	2114	2114
DPOGS202340	1833	1833
DPOGS202345	383	383
DPOGS202346	147	147
DPOGS202349	16358	16358
DPOGS202351	8855	8855
DPOGS202353	969	969
DPOGS202354	1528	1528
DPOGS202356	1206	1206
DPOGS202358	14743	14743
DPOGS202363	8247	8247
DPOGS202364	1327	1327
DPOGS202366	7254	7254
DPOGS202368	8697	8697
DPOGS202376	826	826
DPOGS202380	318	318
DPOGS202381	321	321
DPOGS202382	3616	3616
DPOGS202383	327	327
DPOGS202384	486	486
DPOGS202386	10094	10094
DPOGS202387	6789	6789
DPOGS202389	260	260
DPOGS202390	4365	4365
DPOGS202391	1110	1110
DPOGS202393	538	538
DPOGS202395	2807	2807
DPOGS202396	7173	7173
DPOGS202397	8423	8423
DPOGS202398	6016	6016
DPOGS202401	4067	4067
DPOGS202404	7601	7601
DPOGS202409	5340	5340
DPOGS202412	2758	2758
DPOGS202434	1012	1012
DPOGS202435	1609	1609
DPOGS202473	4634	4634
DPOGS202474	2956	2956
DPOGS202475	1464	1464
DPOGS202477	925	925
DPOGS202478	2069	2069
DPOGS202479	156	156
DPOGS202480	8630	8630
DPOGS202481	8487	8487
DPOGS202482	1824	1824
DPOGS202483	5697	5697
DPOGS202484	5274	5274
DPOGS202485	9728	9728
DPOGS202489	607	607
DPOGS202541	1261	1261
DPOGS202545	240	240
DPOGS202547	7437	7437
DPOGS202549	551	551
DPOGS202550	147	147
DPOGS202553	627	627
DPOGS202554	356	356
DPOGS202555	1810	1810
DPOGS202556	964	964
DPOGS202559	987	987
DPOGS202561	1515	1515
DPOGS202562	1800	1800
DPOGS202563	708	708
DPOGS202564	1587	1587
DPOGS202565	1629	1629
DPOGS202566	339	339
DPOGS202569	1563	1563
DPOGS202571	498	498
DPOGS202572	708	708
DPOGS202574	1243	1243
DPOGS202579	2979	2979
DPOGS202581	2475	2475
DPOGS202582	258	258
DPOGS202583	216	216
DPOGS202585	6373	6373
DPOGS202587	4082	4082
DPOGS202592	2400	2400
DPOGS202595	5269	5269
DPOGS202596	1658	1658
DPOGS202597	4246	4246
DPOGS202599	2949	2949
DPOGS202600	4747	4747
DPOGS202601	2357	2357
DPOGS202602	4844	4844
DPOGS202604	1297	1297
DPOGS202606	2002	2002
DPOGS202607	5157	5157
DPOGS202611	4536	4536
DPOGS202617	1488	1488
DPOGS202618	1757	1757
DPOGS202622	1871	1871
DPOGS202626	2710	2710
DPOGS202640	5214	5214
DPOGS202644	10249	10249
DPOGS202646	2624	2624
DPOGS202647	9111	9111
DPOGS202650	9056	9056
DPOGS202657	9208	9208
DPOGS202658	4992	4992
DPOGS202662	6180	6180
DPOGS202665	8179	8179
DPOGS202671	2996	2996
DPOGS202674	4032	4032
DPOGS202676	4489	4489
DPOGS202677	4653	4653
DPOGS202680	3534	3534
DPOGS202683	4940	4940
DPOGS202684	1460	1460
DPOGS202685	10752	10752
DPOGS202686	3655	3655
DPOGS202689	5636	5636
DPOGS202692	2327	2327
DPOGS202694	2070	2070
DPOGS202697	1389	1389
DPOGS202700	2846	2846
DPOGS202701	3503	3503
DPOGS202703	4464	4464
DPOGS202704	2551	2551
DPOGS202725	216	216
DPOGS202726	309	309
DPOGS202744	6628	6628
DPOGS202745	313	313
DPOGS202746	2629	2629
DPOGS202747	1086	1086
DPOGS202749	10006	10006
DPOGS202763	11629	11629
DPOGS202774	16671	16671
DPOGS202775	14391	14391
DPOGS202779	8063	8063
DPOGS202785	6357	6357
DPOGS202787	4939	4939
DPOGS202794	17795	17795
DPOGS202795	16255	16255
DPOGS202796	7153	7153
DPOGS202797	7540	7540
DPOGS202798	4259	4259
DPOGS202799	6144	6144
DPOGS202801	6666	6666
DPOGS202802	7923	7923
DPOGS202804	9942	9942
DPOGS202806	19299	19299
DPOGS202807	7223	7223
DPOGS202808	6735	6735
DPOGS202810	4677	4677
DPOGS202817	4512	4512
DPOGS202822	5336	5336
DPOGS202826	8281	8281
DPOGS202827	3986	3986
DPOGS202835	6027	6027
DPOGS202836	7919	7919
DPOGS202840	4496	4496
DPOGS202841	7267	7267
DPOGS202846	11938	11938
DPOGS202855	8696	8696
DPOGS202862	5514	5514
DPOGS202868	6958	6958
DPOGS202873	3399	3399
DPOGS202875	3363	3363
DPOGS202877	4015	4015
DPOGS202881	966	966
DPOGS202884	8572	8572
DPOGS202885	678	678
DPOGS202887	243	243
DPOGS202888	132	132
DPOGS202891	446	446
DPOGS202892	597	597
DPOGS202893	689	689
DPOGS202894	455	455
DPOGS202899	7558	7558
DPOGS202901	14593	14593
DPOGS202903	12016	12016
DPOGS202904	21269	21269
DPOGS202907	12493	12493
DPOGS202910	17849	17849
DPOGS202911	1401	1401
DPOGS202912	13263	13263
DPOGS202916	1469	1469
DPOGS202917	1416	1416
DPOGS202919	960	960
DPOGS202921	1452	1452
DPOGS202922	12959	12959
DPOGS202924	7168	7168
DPOGS202937	7428	7428
DPOGS202940	8054	8054
DPOGS202941	432	432
DPOGS202942	614	614
DPOGS202943	138	138
DPOGS202944	10256	10256
DPOGS202945	13250	13250
DPOGS202946	5347	5347
DPOGS202947	1394	1394
DPOGS202948	1367	1367
DPOGS202949	1269	1269
DPOGS202950	539	539
DPOGS202954	10370	10370
DPOGS202956	1761	1761
DPOGS202958	11145	11145
DPOGS202959	3705	3705
DPOGS202961	4081	4081
DPOGS202962	1245	1245
DPOGS202963	9325	9325
DPOGS202964	1947	1947
DPOGS202965	2800	2800
DPOGS202967	2866	2866
DPOGS202968	4516	4516
DPOGS202972	4099	4099
DPOGS202973	7036	7036
DPOGS203040	14092	14092
DPOGS203057	1744	1744
DPOGS203058	438	438
DPOGS203060	8818	8818
DPOGS203061	870	870
DPOGS203062	2224	2224
DPOGS203063	1476	1476
DPOGS203064	2090	2090
DPOGS203065	1051	1051
DPOGS203068	1801	1801
DPOGS203069	2002	2002
DPOGS203070	7459	7459
DPOGS203071	12137	12137
DPOGS203072	630	630
DPOGS203073	3383	3383
DPOGS203075	1305	1305
DPOGS203076	3296	3296
DPOGS203077	1229	1229
DPOGS203080	552	552
DPOGS203083	1427	1427
DPOGS203084	1158	1158
DPOGS203094	3528	3528
DPOGS203095	3252	3252
DPOGS203096	5172	5172
DPOGS203097	7680	7680
DPOGS203099	2594	2594
DPOGS203100	3548	3548
DPOGS203101	2745	2745
DPOGS203103	8345	8345
DPOGS203105	1589	1589
DPOGS203106	8398	8398
DPOGS203109	3533	3533
DPOGS203135	3199	3199
DPOGS203136	4557	4557
DPOGS203137	2696	2696
DPOGS203140	7231	7231
DPOGS203142	7321	7321
DPOGS203143	9336	9336
DPOGS203147	8852	8852
DPOGS203149	2153	2153
DPOGS203152	1925	1925
DPOGS203153	2331	2331
DPOGS203155	9250	9250
DPOGS203159	19447	19447
DPOGS203162	8947	8947
DPOGS203163	12143	12143
DPOGS203165	3235	3235
DPOGS203167	2172	2172
DPOGS203168	1963	1963
DPOGS203170	2288	2288
DPOGS203173	7334	7334
DPOGS203174	11339	11339
DPOGS203178	3285	3285
DPOGS203179	10631	10631
DPOGS203180	10062	10062
DPOGS203181	2204	2204
DPOGS203182	7656	7656
DPOGS203183	2906	2906
DPOGS203184	6433	6433
DPOGS203185	14513	14513
DPOGS203186	11960	11960
DPOGS203187	8415	8415
DPOGS203188	2879	2879
DPOGS203189	2360	2360
DPOGS203191	4599	4599
DPOGS203195	6764	6764
DPOGS203196	2145	2145
DPOGS203197	2708	2708
DPOGS203198	3411	3411
DPOGS203199	4368	4368
DPOGS203200	3822	3822
DPOGS203202	6790	6790
DPOGS203203	3424	3424
DPOGS203205	1982	1982
DPOGS203206	2627	2627
DPOGS203207	5954	5954
DPOGS203208	2352	2352
DPOGS203209	14969	14969
DPOGS203210	3780	3780
DPOGS203211	5245	5245
DPOGS203216	4581	4581
DPOGS203217	2879	2879
DPOGS203219	5509	5509
DPOGS203221	2460	2460
DPOGS203222	3358	3358
DPOGS203226	5747	5747
DPOGS203227	7926	7926
DPOGS203228	6798	6798
DPOGS203229	9030	9030
DPOGS203230	9873	9873
DPOGS203232	5867	5867
DPOGS203233	3057	3057
DPOGS203234	63	63
DPOGS203420	9995	9995
DPOGS203421	2975	2975
DPOGS203423	362	362
DPOGS203424	459	459
DPOGS203425	1059	1059
DPOGS203433	548	548
DPOGS203437	6209	6209
DPOGS203438	6867	6867
DPOGS203439	7055	7055
DPOGS203440	6049	6049
DPOGS203443	5981	5981
DPOGS203448	4670	4670
DPOGS203451	3322	3322
DPOGS203452	3941	3941
DPOGS203454	4197	4197
DPOGS203460	2539	2539
DPOGS203461	3578	3578
DPOGS203462	622	622
DPOGS203463	108	108
DPOGS203465	720	720
DPOGS203466	873	873
DPOGS203467	1784	1784
DPOGS203468	636	636
DPOGS203469	1440	1440
DPOGS203471	4277	4277
DPOGS203473	440	440
DPOGS203474	669	669
DPOGS203582	2327	2327
DPOGS203638	3547	3547
DPOGS203639	2989	2989
DPOGS203641	9413	9413
DPOGS203649	11294	11294
DPOGS203650	2874	2874
DPOGS203651	11283	11283
DPOGS203654	4122	4122
DPOGS203655	4976	4976
DPOGS203657	6952	6952
DPOGS203661	4083	4083
DPOGS203664	7166	7166
DPOGS203670	3266	3266
DPOGS203671	3140	3140
DPOGS203672	3863	3863
DPOGS203674	4413	4413
DPOGS203675	10091	10091
DPOGS203682	8792	8792
DPOGS203683	7332	7332
DPOGS203686	6826	6826
DPOGS203687	3612	3612
DPOGS203690	7421	7421
DPOGS203696	6633	6633
DPOGS203701	9618	9618
DPOGS203702	4934	4934
DPOGS203704	3877	3877
DPOGS203710	4543	4543
DPOGS203711	11652	11652
DPOGS203712	6845	6845
DPOGS203713	6679	6679
DPOGS203719	4007	4007
DPOGS203720	3487	3487
DPOGS203721	2973	2973
DPOGS203723	6944	6944
DPOGS203726	8500	8500
DPOGS203727	6259	6259
DPOGS203731	3084	3084
DPOGS203734	2893	2893
DPOGS203736	5449	5449
DPOGS203740	10099	10099
DPOGS203741	2913	2913
DPOGS203747	4586	4586
DPOGS203750	1617	1617
DPOGS203751	4729	4729
DPOGS203752	2862	2862
DPOGS203755	7159	7159
DPOGS203758	2268	2268
DPOGS203759	4848	4848
DPOGS203767	2522	2522
DPOGS203768	5131	5131
DPOGS203770	2563	2563
DPOGS203771	3897	3897
DPOGS203772	7907	7907
DPOGS203775	4370	4370
DPOGS203777	8190	8190
DPOGS203785	12312	12312
DPOGS203788	4353	4353
DPOGS203791	11407	11407
DPOGS203792	7217	7217
DPOGS203796	6961	6961
DPOGS203797	5753	5753
DPOGS203798	3551	3551
DPOGS203801	6817	6817
DPOGS203802	6707	6707
DPOGS203804	8324	8324
DPOGS203806	3839	3839
DPOGS203809	9906	9906
DPOGS203810	6998	6998
DPOGS203812	5428	5428
DPOGS203813	5469	5469
DPOGS203814	5835	5835
DPOGS203815	7120	7120
DPOGS203824	5241	5241
DPOGS203825	3410	3410
DPOGS203829	7186	7186
DPOGS203830	3086	3086
DPOGS203831	6699	6699
DPOGS203832	5095	5095
DPOGS203833	4412	4412
DPOGS203835	5892	5892
DPOGS203836	5210	5210
DPOGS203837	5689	5689
DPOGS203839	7593	7593
DPOGS203843	3287	3287
DPOGS203850	3720	3720
DPOGS203851	12198	12198
DPOGS203857	2942	2942
DPOGS203859	6115	6115
DPOGS203861	8242	8242
DPOGS203862	11363	11363
DPOGS203866	1000	1000
DPOGS203867	9025	9025
DPOGS203868	5044	5044
DPOGS203869	1820	1820
DPOGS203870	7104	7104
DPOGS203871	1209	1209
DPOGS203873	165	165
DPOGS203876	1530	1530
DPOGS203878	2134	2134
DPOGS203880	2210	2210
DPOGS203881	1729	1729
DPOGS203882	14321	14321
DPOGS203885	9869	9869
DPOGS203886	303	303
DPOGS203888	3951	3951
DPOGS203889	1722	1722
DPOGS203895	204	204
DPOGS203896	753	753
DPOGS203897	439	439
DPOGS203999	105	105
DPOGS204005	4908	4908
DPOGS204007	10164	10164
DPOGS204009	255	255
DPOGS204010	5709	5709
DPOGS204011	195	195
DPOGS204012	183	183
DPOGS204014	1692	1692
DPOGS204016	3345	3345
DPOGS204017	2062	2062
DPOGS204024	3920	3920
DPOGS204028	1801	1801
DPOGS204030	1605	1605
DPOGS204031	2478	2478
DPOGS204032	2754	2754
DPOGS204033	2383	2383
DPOGS204036	2913	2913
DPOGS204038	5143	5143
DPOGS204043	1412	1412
DPOGS204045	3333	3333
DPOGS204048	2324	2324
DPOGS204051	2779	2779
DPOGS204063	1665	1665
DPOGS204065	1064	1064
DPOGS204074	324	324
DPOGS204075	1758	1758
DPOGS204079	303	303
DPOGS204080	792	792
DPOGS204086	3331	3331
DPOGS204089	2864	2864
DPOGS204090	2795	2795
DPOGS204093	816	816
DPOGS204095	4029	4029
DPOGS204143	234	234
DPOGS204144	2116	2116
DPOGS204146	5059	5059
DPOGS204147	6656	6656
DPOGS204148	2906	2906
DPOGS204153	2214	2214
DPOGS204154	2428	2428
DPOGS204155	6281	6281
DPOGS204156	5914	5914
DPOGS204159	6875	6875
DPOGS204161	2504	2504
DPOGS204162	1480	1480
DPOGS204163	4432	4432
DPOGS204164	5309	5309
DPOGS204167	2813	2813
DPOGS204168	10260	10260
DPOGS204169	2040	2040
DPOGS204170	2198	2198
DPOGS204172	1981	1981
DPOGS204174	4570	4570
DPOGS204176	2879	2879
DPOGS204178	11567	11567
DPOGS204179	4290	4290
DPOGS204181	7096	7096
DPOGS204183	5167	5167
DPOGS204184	2397	2397
DPOGS204187	3543	3543
DPOGS204190	6072	6072
DPOGS204191	2559	2559
DPOGS204194	7956	7956
DPOGS204195	3944	3944
DPOGS204199	1715	1715
DPOGS204200	6151	6151
DPOGS204202	1950	1950
DPOGS204203	1795	1795
DPOGS204210	216	216
DPOGS204211	672	672
DPOGS204212	1688	1688
DPOGS204217	4783	4783
DPOGS204220	9231	9231
DPOGS204222	5299	5299
DPOGS204227	3766	3766
DPOGS204228	3429	3429
DPOGS204229	4255	4255
DPOGS204230	4480	4480
DPOGS204231	3225	3225
DPOGS204236	4716	4716
DPOGS204238	6776	6776
DPOGS204239	4252	4252
DPOGS204248	2891	2891
DPOGS204253	3182	3182
DPOGS204255	2714	2714
DPOGS204260	2725	2725
DPOGS204262	3925	3925
DPOGS204276	4436	4436
DPOGS204278	5673	5673
DPOGS204279	5364	5364
DPOGS204284	8105	8105
DPOGS204288	6394	6394
DPOGS204290	2873	2873
DPOGS204293	4369	4369
DPOGS204294	7826	7826
DPOGS204296	7211	7211
DPOGS204297	3531	3531
DPOGS204300	3734	3734
DPOGS204301	5879	5879
DPOGS204303	5867	5867
DPOGS204306	6905	6905
DPOGS204308	7322	7322
DPOGS204311	4604	4604
DPOGS204314	3990	3990
DPOGS204316	6675	6675
