"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS200359"	"DPSCF300026"	"DPOGS200359"	"A"	8
"DPOGS200324"	"DPSCF300026"	"DPOGS200324"	"A"	8
"DPOGS200298"	"DPSCF300026"	"DPOGS200298"	"A"	8
"DPOGS200299"	"DPSCF300026"	"DPOGS200299"	"A"	8
"DPOGS200333"	"DPSCF300026"	"DPOGS200333"	"A"	8
"DPOGS200295"	"DPSCF300026"	"DPOGS200295"	"A"	8
"DPOGS200384"	"DPSCF300026"	"DPOGS200384"	"A"	8
"DPOGS200376"	"DPSCF300026"	"DPOGS200376"	"A"	8
"DPOGS200292"	"DPSCF300026"	"DPOGS200292"	"A"	8
"DPOGS200350"	"DPSCF300026"	"DPOGS200350"	"A"	8
"DPOGS200267"	"DPSCF300026"	"DPOGS200267"	"A"	8
"DPOGS200315"	"DPSCF300026"	"DPOGS200315"	"A"	8
"DPOGS200316"	"DPSCF300026"	"DPOGS200316"	"A"	8
"DPOGS200296"	"DPSCF300026"	"DPOGS200296"	"A"	8
"DPOGS200331"	"DPSCF300026"	"DPOGS200331"	"A"	8
"DPOGS200274"	"DPSCF300026"	"DPOGS200274"	"A"	8
"DPOGS200336"	"DPSCF300026"	"DPOGS200336"	"A"	8
"DPOGS200270"	"DPSCF300026"	"DPOGS200270"	"A"	8
"DPOGS200266"	"DPSCF300026"	"DPOGS200266"	"A"	8
"DPOGS200357"	"DPSCF300026"	"DPOGS200357"	"A"	8
"DPOGS200265"	"DPSCF300026"	"DPOGS200265"	"A"	8
"DPOGS200306"	"DPSCF300026"	"DPOGS200306"	"A"	8
"DPOGS200334"	"DPSCF300026"	"DPOGS200334"	"A"	8
"DPOGS200352"	"DPSCF300026"	"DPOGS200352"	"A"	8
"DPOGS200332"	"DPSCF300026"	"DPOGS200332"	"A"	8
"DPOGS200281"	"DPSCF300026"	"DPOGS200281"	"A"	8
"DPOGS200263"	"DPSCF300026"	"DPOGS200263"	"A"	8
"DPOGS200294"	"DPSCF300026"	"DPOGS200294"	"A"	8
"DPOGS200351"	"DPSCF300026"	"DPOGS200351"	"A"	8
"DPOGS200272"	"DPSCF300026"	"DPOGS200272"	"A"	8
"DPOGS200380"	"DPSCF300026"	"DPOGS200380"	"A"	8
"DPOGS200283"	"DPSCF300026"	"DPOGS200283"	"A"	8
"DPOGS200335"	"DPSCF300026"	"DPOGS200335"	"A"	8
"DPOGS200348"	"DPSCF300026"	"DPOGS200348"	"A"	8
"DPOGS200338"	"DPSCF300026"	"DPOGS200338"	"A"	8
"DPOGS200341"	"DPSCF300026"	"DPOGS200341"	"A"	8
"DPOGS200360"	"DPSCF300026"	"DPOGS200360"	"A"	8
"DPOGS200340"	"DPSCF300026"	"DPOGS200340"	"A"	8
"DPOGS200258"	"DPSCF300026"	"DPOGS200258"	"A"	8
"DPOGS200261"	"DPSCF300026"	"DPOGS200261"	"A"	8
"DPOGS200262"	"DPSCF300026"	"DPOGS200262"	"A"	8
"DPOGS200358"	"DPSCF300026"	"DPOGS200358"	"A"	8
"DPOGS200293"	"DPSCF300026"	"DPOGS200293"	"A"	8
"DPOGS200269"	"DPSCF300026"	"DPOGS200269"	"A"	8
"DPOGS200330"	"DPSCF300026"	"DPOGS200330"	"A"	8
"DPOGS200344"	"DPSCF300026"	"DPOGS200344"	"A"	8
"DPOGS200313"	"DPSCF300026"	"DPOGS200313"	"A"	8
"DPOGS200280"	"DPSCF300026"	"DPOGS200280"	"A"	8
"DPOGS200279"	"DPSCF300026"	"DPOGS200279"	"A"	8
"DPOGS200264"	"DPSCF300026"	"DPOGS200264"	"A"	8
"DPOGS200282"	"DPSCF300026"	"DPOGS200282"	"A"	8
"DPOGS200268"	"DPSCF300026"	"DPOGS200268"	"A"	8
"DPOGS200318"	"DPSCF300026"	"DPOGS200318"	"A"	8
"DPOGS200309"	"DPSCF300026"	"DPOGS200309"	"A"	8
"DPOGS200260"	"DPSCF300026"	"DPOGS200260"	"A"	8
"DPOGS200343"	"DPSCF300026"	"DPOGS200343"	"A"	8
"DPOGS200297"	"DPSCF300026"	"DPOGS200297"	"A"	8
"DPOGS200356"	"DPSCF300026"	"DPOGS200356"	"A"	8
"DPOGS200329"	"DPSCF300026"	"DPOGS200329"	"A"	8
"DPOGS200291"	"DPSCF300026"	"DPOGS200291"	"A"	8
"DPOGS200342"	"DPSCF300026"	"DPOGS200342"	"A"	8
"DPOGS200347"	"DPSCF300026"	"DPOGS200347"	"A"	8
"DPOGS200321"	"DPSCF300026"	"DPOGS200321"	"A"	8
"DPOGS200327"	"DPSCF300026"	"DPOGS200327"	"A"	8
"DPOGS200381"	"DPSCF300026"	"DPOGS200381"	"A"	8
"DPOGS200328"	"DPSCF300026"	"DPOGS200328"	"A"	8
"DPOGS200354"	"DPSCF300026"	"DPOGS200354"	"A"	8
"DPOGS200345"	"DPSCF300026"	"DPOGS200345"	"A"	8
"DPOGS200286"	"DPSCF300026"	"DPOGS200286"	"A"	8
"DPOGS200285"	"DPSCF300026"	"DPOGS200285"	"A"	8
"DPOGS200301"	"DPSCF300026"	"DPOGS200301"	"A"	8
"DPOGS200311"	"DPSCF300026"	"DPOGS200311"	"A"	8
"DPOGS200305"	"DPSCF300026"	"DPOGS200305"	"A"	8
"DPOGS200290"	"DPSCF300026"	"DPOGS200290"	"A"	8
"DPOGS200284"	"DPSCF300026"	"DPOGS200284"	"A"	8
"DPOGS200302"	"DPSCF300026"	"DPOGS200302"	"A"	8
"DPOGS200271"	"DPSCF300026"	"DPOGS200271"	"A"	8
"DPOGS200308"	"DPSCF300026"	"DPOGS200308"	"A"	8
"DPOGS200337"	"DPSCF300026"	"DPOGS200337"	"A"	8
"DPOGS200303"	"DPSCF300026"	"DPOGS200303"	"A"	8
"DPOGS200346"	"DPSCF300026"	"DPOGS200346"	"A"	8
"DPOGS200304"	"DPSCF300026"	"DPOGS200304"	"A"	8
"DPOGS200287"	"DPSCF300026"	"DPOGS200287"	"A"	8
"DPOGS200307"	"DPSCF300026"	"DPOGS200307"	"A"	8
"DPOGS200288"	"DPSCF300026"	"DPOGS200288"	"A"	8
"DPOGS200310"	"DPSCF300026"	"DPOGS200310"	"A"	8
"DPOGS200300"	"DPSCF300026"	"DPOGS200300"	"A"	8
"DPOGS200276"	"DPSCF300026"	"DPOGS200276"	"A"	8
"DPOGS200320"	"DPSCF300026"	"DPOGS200320"	"A"	8
"DPOGS200319"	"DPSCF300026"	"DPOGS200319"	"A"	8
"DPOGS200278"	"DPSCF300026"	"DPOGS200278"	"A"	8
"DPOGS200355"	"DPSCF300026"	"DPOGS200355"	"A"	8
"DPOGS200275"	"DPSCF300026"	"DPOGS200275"	"A"	8
"DPOGS200277"	"DPSCF300026"	"DPOGS200277"	"A"	8
"DPOGS200273"	"DPSCF300026"	"DPOGS200273"	"A"	8
