"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS208943"	"DPSCF300009"	"DPOGS208943"	"A"	10
"DPOGS208950"	"DPSCF300009"	"DPOGS208950"	"A"	10
"DPOGS208911"	"DPSCF300009"	"DPOGS208911"	"A"	10
"DPOGS208924"	"DPSCF300009"	"DPOGS208924"	"A"	10
"DPOGS208925"	"DPSCF300009"	"DPOGS208925"	"A"	10
"DPOGS208886"	"DPSCF300009"	"DPOGS208886"	"A"	10
"DPOGS208874"	"DPSCF300009"	"DPOGS208874"	"A"	10
"DPOGS208999"	"DPSCF300009"	"DPOGS208999"	"A"	10
"DPOGS208986"	"DPSCF300009"	"DPOGS208986"	"A"	10
"DPOGS208946"	"DPSCF300009"	"DPOGS208946"	"A"	10
"DPOGS208989"	"DPSCF300009"	"DPOGS208989"	"A"	10
"DPOGS208906"	"DPSCF300009"	"DPOGS208906"	"A"	10
"DPOGS208893"	"DPSCF300009"	"DPOGS208893"	"A"	10
"DPOGS208948"	"DPSCF300009"	"DPOGS208948"	"A"	10
"DPOGS208867"	"DPSCF300009"	"DPOGS208867"	"A"	10
"DPOGS208922"	"DPSCF300009"	"DPOGS208922"	"A"	10
"DPOGS208858"	"DPSCF300009"	"DPOGS208858"	"A"	10
"DPOGS208900"	"DPSCF300009"	"DPOGS208900"	"A"	10
"DPOGS208856"	"DPSCF300009"	"DPOGS208856"	"A"	10
"DPOGS208888"	"DPSCF300009"	"DPOGS208888"	"A"	10
"DPOGS208970"	"DPSCF300009"	"DPOGS208970"	"A"	10
"DPOGS208870"	"DPSCF300009"	"DPOGS208870"	"A"	10
"DPOGS208960"	"DPSCF300009"	"DPOGS208960"	"A"	10
"DPOGS208975"	"DPSCF300009"	"DPOGS208975"	"A"	10
"DPOGS208894"	"DPSCF300009"	"DPOGS208894"	"A"	10
"DPOGS208942"	"DPSCF300009"	"DPOGS208942"	"A"	10
"DPOGS208929"	"DPSCF300009"	"DPOGS208929"	"A"	10
"DPOGS208935"	"DPSCF300009"	"DPOGS208935"	"A"	10
"DPOGS208994"	"DPSCF300009"	"DPOGS208994"	"A"	10
"DPOGS208996"	"DPSCF300009"	"DPOGS208996"	"A"	10
"DPOGS208997"	"DPSCF300009"	"DPOGS208997"	"A"	10
"DPOGS208998"	"DPSCF300009"	"DPOGS208998"	"A"	10
"DPOGS208872"	"DPSCF300009"	"DPOGS208872"	"A"	10
"DPOGS208938"	"DPSCF300009"	"DPOGS208938"	"A"	10
"DPOGS208934"	"DPSCF300009"	"DPOGS208934"	"A"	10
"DPOGS208865"	"DPSCF300009"	"DPOGS208865"	"A"	10
"DPOGS208907"	"DPSCF300009"	"DPOGS208907"	"A"	10
"DPOGS208933"	"DPSCF300009"	"DPOGS208933"	"A"	10
"DPOGS208904"	"DPSCF300009"	"DPOGS208904"	"A"	10
"DPOGS208944"	"DPSCF300009"	"DPOGS208944"	"A"	10
"DPOGS208896"	"DPSCF300009"	"DPOGS208896"	"A"	10
"DPOGS208882"	"DPSCF300009"	"DPOGS208882"	"A"	10
"DPOGS208923"	"DPSCF300009"	"DPOGS208923"	"A"	10
"DPOGS208967"	"DPSCF300009"	"DPOGS208967"	"A"	10
"DPOGS208899"	"DPSCF300009"	"DPOGS208899"	"A"	10
"DPOGS208861"	"DPSCF300009"	"DPOGS208861"	"A"	10
"DPOGS208868"	"DPSCF300009"	"DPOGS208868"	"A"	10
"DPOGS208862"	"DPSCF300009"	"DPOGS208862"	"A"	10
"DPOGS208969"	"DPSCF300009"	"DPOGS208969"	"A"	10
"DPOGS208892"	"DPSCF300009"	"DPOGS208892"	"A"	10
"DPOGS208866"	"DPSCF300009"	"DPOGS208866"	"A"	10
"DPOGS208931"	"DPSCF300009"	"DPOGS208931"	"A"	10
"DPOGS208972"	"DPSCF300009"	"DPOGS208972"	"A"	10
"DPOGS208890"	"DPSCF300009"	"DPOGS208890"	"A"	10
"DPOGS208859"	"DPSCF300009"	"DPOGS208859"	"A"	10
"DPOGS208979"	"DPSCF300009"	"DPOGS208979"	"A"	10
"DPOGS208980"	"DPSCF300009"	"DPOGS208980"	"A"	10
"DPOGS208952"	"DPSCF300009"	"DPOGS208952"	"A"	10
"DPOGS208953"	"DPSCF300009"	"DPOGS208953"	"A"	10
"DPOGS208853"	"DPSCF300009"	"DPOGS208853"	"A"	10
"DPOGS208941"	"DPSCF300009"	"DPOGS208941"	"A"	10
"DPOGS208864"	"DPSCF300009"	"DPOGS208864"	"A"	10
"DPOGS208905"	"DPSCF300009"	"DPOGS208905"	"A"	10
"DPOGS208928"	"DPSCF300009"	"DPOGS208928"	"A"	10
"DPOGS208869"	"DPSCF300009"	"DPOGS208869"	"A"	10
"DPOGS208973"	"DPSCF300009"	"DPOGS208973"	"A"	10
"DPOGS208987"	"DPSCF300009"	"DPOGS208987"	"A"	10
"DPOGS208991"	"DPSCF300009"	"DPOGS208991"	"A"	10
"DPOGS208977"	"DPSCF300009"	"DPOGS208977"	"A"	10
"DPOGS208951"	"DPSCF300009"	"DPOGS208951"	"A"	10
"DPOGS208885"	"DPSCF300009"	"DPOGS208885"	"A"	10
"DPOGS208854"	"DPSCF300009"	"DPOGS208854"	"A"	10
"DPOGS208863"	"DPSCF300009"	"DPOGS208863"	"A"	10
"DPOGS208891"	"DPSCF300009"	"DPOGS208891"	"A"	10
"DPOGS208860"	"DPSCF300009"	"DPOGS208860"	"A"	10
"DPOGS208983"	"DPSCF300009"	"DPOGS208983"	"A"	10
"DPOGS208936"	"DPSCF300009"	"DPOGS208936"	"A"	10
"DPOGS208857"	"DPSCF300009"	"DPOGS208857"	"A"	10
"DPOGS208903"	"DPSCF300009"	"DPOGS208903"	"A"	10
"DPOGS208855"	"DPSCF300009"	"DPOGS208855"	"A"	10
"DPOGS208871"	"DPSCF300009"	"DPOGS208871"	"A"	10
"DPOGS208981"	"DPSCF300009"	"DPOGS208981"	"A"	10
"DPOGS208898"	"DPSCF300009"	"DPOGS208898"	"A"	10
"DPOGS208982"	"DPSCF300009"	"DPOGS208982"	"A"	10
"DPOGS208995"	"DPSCF300009"	"DPOGS208995"	"A"	10
"DPOGS208939"	"DPSCF300009"	"DPOGS208939"	"A"	10
"DPOGS208988"	"DPSCF300009"	"DPOGS208988"	"A"	10
"DPOGS208992"	"DPSCF300009"	"DPOGS208992"	"A"	10
"DPOGS208897"	"DPSCF300009"	"DPOGS208897"	"A"	10
"DPOGS208978"	"DPSCF300009"	"DPOGS208978"	"A"	10
"DPOGS208993"	"DPSCF300009"	"DPOGS208993"	"A"	10
"DPOGS208889"	"DPSCF300009"	"DPOGS208889"	"A"	10
"DPOGS208902"	"DPSCF300009"	"DPOGS208902"	"A"	10
"DPOGS208940"	"DPSCF300009"	"DPOGS208940"	"A"	10
"DPOGS208937"	"DPSCF300009"	"DPOGS208937"	"A"	10
