"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS202814"	"DPSCF300018"	"DPOGS202814"	"A"	4
"DPOGS202802"	"DPSCF300018"	"DPOGS202802"	"A"	4
"DPOGS202832"	"DPSCF300018"	"DPOGS202832"	"A"	4
"DPOGS202761"	"DPSCF300018"	"DPOGS202761"	"A"	4
"DPOGS202783"	"DPSCF300018"	"DPOGS202783"	"A"	4
"DPOGS202825"	"DPSCF300018"	"DPOGS202825"	"A"	4
"DPOGS202791"	"DPSCF300018"	"DPOGS202791"	"A"	4
"DPOGS202845"	"DPSCF300018"	"DPOGS202845"	"A"	4
"DPOGS202772"	"DPSCF300018"	"DPOGS202772"	"A"	4
"DPOGS202776"	"DPSCF300018"	"DPOGS202776"	"A"	4
"DPOGS202842"	"DPSCF300018"	"DPOGS202842"	"A"	4
"DPOGS202763"	"DPSCF300018"	"DPOGS202763"	"A"	4
"DPOGS202782"	"DPSCF300018"	"DPOGS202782"	"A"	4
"DPOGS202786"	"DPSCF300018"	"DPOGS202786"	"A"	4
"DPOGS202843"	"DPSCF300018"	"DPOGS202843"	"A"	4
"DPOGS202824"	"DPSCF300018"	"DPOGS202824"	"A"	4
"DPOGS202815"	"DPSCF300018"	"DPOGS202815"	"A"	4
"DPOGS202757"	"DPSCF300018"	"DPOGS202757"	"A"	4
"DPOGS202823"	"DPSCF300018"	"DPOGS202823"	"A"	4
"DPOGS202784"	"DPSCF300018"	"DPOGS202784"	"A"	4
"DPOGS202762"	"DPSCF300018"	"DPOGS202762"	"A"	4
"DPOGS202844"	"DPSCF300018"	"DPOGS202844"	"A"	4
"DPOGS202840"	"DPSCF300018"	"DPOGS202840"	"A"	4
"DPOGS202834"	"DPSCF300018"	"DPOGS202834"	"A"	4
"DPOGS202800"	"DPSCF300018"	"DPOGS202800"	"A"	4
"DPOGS202780"	"DPSCF300018"	"DPOGS202780"	"A"	4
