"scaffold"	"geneID"	"ZorA"	"chromosome"
"DPOGS212523"	"DPSCF300222"	"DPOGS212523"	"A"	28
"DPOGS212486"	"DPSCF300222"	"DPOGS212486"	"A"	28
"DPOGS212485"	"DPSCF300222"	"DPOGS212485"	"A"	28
"DPOGS212512"	"DPSCF300222"	"DPOGS212512"	"A"	28
"DPOGS212499"	"DPSCF300222"	"DPOGS212499"	"A"	28
"DPOGS212513"	"DPSCF300222"	"DPOGS212513"	"A"	28
"DPOGS212470"	"DPSCF300222"	"DPOGS212470"	"A"	28
"DPOGS212494"	"DPSCF300222"	"DPOGS212494"	"A"	28
"DPOGS212469"	"DPSCF300222"	"DPOGS212469"	"A"	28
"DPOGS212497"	"DPSCF300222"	"DPOGS212497"	"A"	28
"DPOGS212498"	"DPSCF300222"	"DPOGS212498"	"A"	28
"DPOGS212510"	"DPSCF300222"	"DPOGS212510"	"A"	28
"DPOGS212483"	"DPSCF300222"	"DPOGS212483"	"A"	28
"DPOGS212495"	"DPSCF300222"	"DPOGS212495"	"A"	28
"DPOGS212520"	"DPSCF300222"	"DPOGS212520"	"A"	28
"DPOGS212496"	"DPSCF300222"	"DPOGS212496"	"A"	28
"DPOGS212484"	"DPSCF300222"	"DPOGS212484"	"A"	28
"DPOGS212518"	"DPSCF300222"	"DPOGS212518"	"A"	28
"DPOGS205577"	"DPSCF300237"	"DPOGS205577"	"A"	28
"DPOGS205586"	"DPSCF300237"	"DPOGS205586"	"A"	28
"DPOGS205590"	"DPSCF300237"	"DPOGS205590"	"A"	28
"DPOGS205582"	"DPSCF300237"	"DPOGS205582"	"A"	28
"DPOGS205579"	"DPSCF300237"	"DPOGS205579"	"A"	28
"DPOGS205580"	"DPSCF300237"	"DPOGS205580"	"A"	28
"DPOGS205588"	"DPSCF300237"	"DPOGS205588"	"A"	28
"DPOGS205589"	"DPSCF300237"	"DPOGS205589"	"A"	28
"DPOGS205581"	"DPSCF300237"	"DPOGS205581"	"A"	28
"DPOGS205592"	"DPSCF300237"	"DPOGS205592"	"A"	28
"DPOGS205578"	"DPSCF300237"	"DPOGS205578"	"A"	28
"DPOGS205587"	"DPSCF300237"	"DPOGS205587"	"A"	28
"DPOGS205583"	"DPSCF300237"	"DPOGS205583"	"A"	28
"DPOGS205591"	"DPSCF300237"	"DPOGS205591"	"A"	28
"DPOGS205585"	"DPSCF300237"	"DPOGS205585"	"A"	28
"DPOGS214549"	"DPSCF300266"	"DPOGS214549"	"A"	28
"DPOGS214548"	"DPSCF300266"	"DPOGS214548"	"A"	28
"DPOGS214550"	"DPSCF300266"	"DPOGS214550"	"A"	28
"DPOGS214551"	"DPSCF300266"	"DPOGS214551"	"A"	28
"DPOGS214564"	"DPSCF300266"	"DPOGS214564"	"A"	28
"DPOGS214552"	"DPSCF300266"	"DPOGS214552"	"A"	28
"DPOGS214562"	"DPSCF300266"	"DPOGS214562"	"A"	28
"DPOGS214563"	"DPSCF300266"	"DPOGS214563"	"A"	28
"DPOGS214566"	"DPSCF300266"	"DPOGS214566"	"A"	28
"DPOGS214546"	"DPSCF300266"	"DPOGS214546"	"A"	28
"DPOGS214561"	"DPSCF300266"	"DPOGS214561"	"A"	28
"DPOGS214558"	"DPSCF300266"	"DPOGS214558"	"A"	28
"DPOGS214555"	"DPSCF300266"	"DPOGS214555"	"A"	28
"DPOGS214545"	"DPSCF300266"	"DPOGS214545"	"A"	28
"DPOGS214565"	"DPSCF300266"	"DPOGS214565"	"A"	28
"DPOGS214559"	"DPSCF300266"	"DPOGS214559"	"A"	28
"DPOGS214543"	"DPSCF300266"	"DPOGS214543"	"A"	28
"DPOGS214553"	"DPSCF300266"	"DPOGS214553"	"A"	28
"DPOGS214547"	"DPSCF300266"	"DPOGS214547"	"A"	28
"DPOGS214560"	"DPSCF300266"	"DPOGS214560"	"A"	28
"DPOGS214556"	"DPSCF300266"	"DPOGS214556"	"A"	28
"DPOGS214544"	"DPSCF300266"	"DPOGS214544"	"A"	28
"DPOGS214557"	"DPSCF300266"	"DPOGS214557"	"A"	28
"DPOGS201718"	"DPSCF300269"	"DPOGS201718"	"A"	28
"DPOGS201721"	"DPSCF300269"	"DPOGS201721"	"A"	28
"DPOGS201715"	"DPSCF300269"	"DPOGS201715"	"A"	28
"DPOGS201722"	"DPSCF300269"	"DPOGS201722"	"A"	28
"DPOGS201716"	"DPSCF300269"	"DPOGS201716"	"A"	28
"DPOGS201728"	"DPSCF300269"	"DPOGS201728"	"A"	28
"DPOGS201725"	"DPSCF300269"	"DPOGS201725"	"A"	28
"DPOGS201719"	"DPSCF300269"	"DPOGS201719"	"A"	28
"DPOGS201733"	"DPSCF300269"	"DPOGS201733"	"A"	28
"DPOGS201717"	"DPSCF300269"	"DPOGS201717"	"A"	28
"DPOGS201724"	"DPSCF300269"	"DPOGS201724"	"A"	28
"DPOGS201723"	"DPSCF300269"	"DPOGS201723"	"A"	28
"DPOGS201730"	"DPSCF300269"	"DPOGS201730"	"A"	28
"DPOGS201726"	"DPSCF300269"	"DPOGS201726"	"A"	28
"DPOGS201735"	"DPSCF300269"	"DPOGS201735"	"A"	28
"DPOGS201734"	"DPSCF300269"	"DPOGS201734"	"A"	28
"DPOGS201729"	"DPSCF300269"	"DPOGS201729"	"A"	28
"DPOGS201720"	"DPSCF300269"	"DPOGS201720"	"A"	28
"DPOGS201732"	"DPSCF300269"	"DPOGS201732"	"A"	28
"DPOGS201731"	"DPSCF300269"	"DPOGS201731"	"A"	28
"DPOGS201727"	"DPSCF300269"	"DPOGS201727"	"A"	28
"DPOGS210203"	"DPSCF300283"	"DPOGS210203"	"A"	28
"DPOGS210204"	"DPSCF300283"	"DPOGS210204"	"A"	28
"DPOGS210183"	"DPSCF300283"	"DPOGS210183"	"A"	28
"DPOGS210191"	"DPSCF300283"	"DPOGS210191"	"A"	28
"DPOGS210192"	"DPSCF300283"	"DPOGS210192"	"A"	28
"DPOGS210202"	"DPSCF300283"	"DPOGS210202"	"A"	28
"DPOGS210195"	"DPSCF300283"	"DPOGS210195"	"A"	28
"DPOGS210197"	"DPSCF300283"	"DPOGS210197"	"A"	28
"DPOGS210186"	"DPSCF300283"	"DPOGS210186"	"A"	28
"DPOGS210205"	"DPSCF300283"	"DPOGS210205"	"A"	28
"DPOGS210187"	"DPSCF300283"	"DPOGS210187"	"A"	28
"DPOGS210198"	"DPSCF300283"	"DPOGS210198"	"A"	28
"DPOGS210188"	"DPSCF300283"	"DPOGS210188"	"A"	28
"DPOGS210185"	"DPSCF300283"	"DPOGS210185"	"A"	28
"DPOGS210193"	"DPSCF300283"	"DPOGS210193"	"A"	28
"DPOGS210199"	"DPSCF300283"	"DPOGS210199"	"A"	28
"DPOGS210190"	"DPSCF300283"	"DPOGS210190"	"A"	28
"DPOGS210189"	"DPSCF300283"	"DPOGS210189"	"A"	28
"DPOGS210196"	"DPSCF300283"	"DPOGS210196"	"A"	28
"DPOGS210201"	"DPSCF300283"	"DPOGS210201"	"A"	28
"DPOGS210200"	"DPSCF300283"	"DPOGS210200"	"A"	28
"DPOGS210194"	"DPSCF300283"	"DPOGS210194"	"A"	28
"DPOGS210184"	"DPSCF300283"	"DPOGS210184"	"A"	28
"DPOGS206736"	"DPSCF300316"	"DPOGS206736"	"A"	28
"DPOGS206743"	"DPSCF300316"	"DPOGS206743"	"A"	28
"DPOGS206738"	"DPSCF300316"	"DPOGS206738"	"A"	28
"DPOGS206747"	"DPSCF300316"	"DPOGS206747"	"A"	28
"DPOGS206746"	"DPSCF300316"	"DPOGS206746"	"A"	28
"DPOGS206744"	"DPSCF300316"	"DPOGS206744"	"A"	28
"DPOGS206741"	"DPSCF300316"	"DPOGS206741"	"A"	28
"DPOGS206762"	"DPSCF300316"	"DPOGS206762"	"A"	28
"DPOGS206737"	"DPSCF300316"	"DPOGS206737"	"A"	28
"DPOGS206745"	"DPSCF300316"	"DPOGS206745"	"A"	28
"DPOGS206756"	"DPSCF300316"	"DPOGS206756"	"A"	28
"DPOGS206755"	"DPSCF300316"	"DPOGS206755"	"A"	28
"DPOGS206752"	"DPSCF300316"	"DPOGS206752"	"A"	28
"DPOGS206742"	"DPSCF300316"	"DPOGS206742"	"A"	28
"DPOGS206758"	"DPSCF300316"	"DPOGS206758"	"A"	28
"DPOGS206740"	"DPSCF300316"	"DPOGS206740"	"A"	28
"DPOGS206733"	"DPSCF300316"	"DPOGS206733"	"A"	28
"DPOGS206753"	"DPSCF300316"	"DPOGS206753"	"A"	28
"DPOGS206754"	"DPSCF300316"	"DPOGS206754"	"A"	28
"DPOGS206757"	"DPSCF300316"	"DPOGS206757"	"A"	28
"DPOGS206735"	"DPSCF300316"	"DPOGS206735"	"A"	28
"DPOGS206761"	"DPSCF300316"	"DPOGS206761"	"A"	28
"DPOGS206759"	"DPSCF300316"	"DPOGS206759"	"A"	28
"DPOGS206749"	"DPSCF300316"	"DPOGS206749"	"A"	28
"DPOGS206763"	"DPSCF300316"	"DPOGS206763"	"A"	28
"DPOGS206760"	"DPSCF300316"	"DPOGS206760"	"A"	28
"DPOGS206750"	"DPSCF300316"	"DPOGS206750"	"A"	28
"DPOGS206764"	"DPSCF300316"	"DPOGS206764"	"A"	28
"DPOGS206748"	"DPSCF300316"	"DPOGS206748"	"A"	28
"DPOGS206751"	"DPSCF300316"	"DPOGS206751"	"A"	28
"DPOGS206739"	"DPSCF300316"	"DPOGS206739"	"A"	28
"DPOGS212076"	"DPSCF300317"	"DPOGS212076"	"A"	28
"DPOGS212079"	"DPSCF300317"	"DPOGS212079"	"A"	28
"DPOGS212078"	"DPSCF300317"	"DPOGS212078"	"A"	28
"DPOGS212075"	"DPSCF300317"	"DPOGS212075"	"A"	28
"DPOGS212061"	"DPSCF300317"	"DPOGS212061"	"A"	28
"DPOGS212062"	"DPSCF300317"	"DPOGS212062"	"A"	28
"DPOGS212074"	"DPSCF300317"	"DPOGS212074"	"A"	28
"DPOGS212077"	"DPSCF300317"	"DPOGS212077"	"A"	28
"DPOGS212060"	"DPSCF300317"	"DPOGS212060"	"A"	28
"DPOGS212059"	"DPSCF300317"	"DPOGS212059"	"A"	28
"DPOGS212058"	"DPSCF300317"	"DPOGS212058"	"A"	28
"DPOGS212080"	"DPSCF300317"	"DPOGS212080"	"A"	28
"DPOGS212072"	"DPSCF300317"	"DPOGS212072"	"A"	28
"DPOGS212070"	"DPSCF300317"	"DPOGS212070"	"A"	28
"DPOGS212063"	"DPSCF300317"	"DPOGS212063"	"A"	28
"DPOGS212069"	"DPSCF300317"	"DPOGS212069"	"A"	28
"DPOGS212066"	"DPSCF300317"	"DPOGS212066"	"A"	28
"DPOGS212064"	"DPSCF300317"	"DPOGS212064"	"A"	28
"DPOGS212065"	"DPSCF300317"	"DPOGS212065"	"A"	28
"DPOGS212067"	"DPSCF300317"	"DPOGS212067"	"A"	28
"DPOGS212081"	"DPSCF300317"	"DPOGS212081"	"A"	28
"DPOGS212073"	"DPSCF300317"	"DPOGS212073"	"A"	28
"DPOGS206227"	"DPSCF300334"	"DPOGS206227"	"A"	28
"DPOGS206232"	"DPSCF300334"	"DPOGS206232"	"A"	28
"DPOGS206233"	"DPSCF300334"	"DPOGS206233"	"A"	28
"DPOGS206222"	"DPSCF300334"	"DPOGS206222"	"A"	28
"DPOGS206229"	"DPSCF300334"	"DPOGS206229"	"A"	28
"DPOGS206230"	"DPSCF300334"	"DPOGS206230"	"A"	28
"DPOGS206234"	"DPSCF300334"	"DPOGS206234"	"A"	28
"DPOGS206218"	"DPSCF300334"	"DPOGS206218"	"A"	28
"DPOGS206228"	"DPSCF300334"	"DPOGS206228"	"A"	28
"DPOGS206215"	"DPSCF300334"	"DPOGS206215"	"A"	28
"DPOGS206236"	"DPSCF300334"	"DPOGS206236"	"A"	28
"DPOGS206221"	"DPSCF300334"	"DPOGS206221"	"A"	28
"DPOGS206219"	"DPSCF300334"	"DPOGS206219"	"A"	28
"DPOGS206216"	"DPSCF300334"	"DPOGS206216"	"A"	28
"DPOGS206226"	"DPSCF300334"	"DPOGS206226"	"A"	28
"DPOGS206220"	"DPSCF300334"	"DPOGS206220"	"A"	28
"DPOGS206235"	"DPSCF300334"	"DPOGS206235"	"A"	28
"DPOGS206223"	"DPSCF300334"	"DPOGS206223"	"A"	28
"DPOGS206237"	"DPSCF300334"	"DPOGS206237"	"A"	28
"DPOGS206238"	"DPSCF300334"	"DPOGS206238"	"A"	28
"DPOGS206231"	"DPSCF300334"	"DPOGS206231"	"A"	28
"DPOGS213860"	"DPSCF300361"	"DPOGS213860"	"A"	28
"DPOGS213858"	"DPSCF300361"	"DPOGS213858"	"A"	28
"DPOGS213859"	"DPSCF300361"	"DPOGS213859"	"A"	28
"DPOGS213857"	"DPSCF300361"	"DPOGS213857"	"A"	28
"DPOGS213852"	"DPSCF300361"	"DPOGS213852"	"A"	28
"DPOGS213853"	"DPSCF300361"	"DPOGS213853"	"A"	28
"DPOGS213856"	"DPSCF300361"	"DPOGS213856"	"A"	28
"DPOGS213855"	"DPSCF300361"	"DPOGS213855"	"A"	28
"DPOGS213854"	"DPSCF300361"	"DPOGS213854"	"A"	28
"DPOGS210569"	"DPSCF300408"	"DPOGS210569"	"A"	28
"DPOGS210574"	"DPSCF300408"	"DPOGS210574"	"A"	28
"DPOGS210573"	"DPSCF300408"	"DPOGS210573"	"A"	28
"DPOGS210570"	"DPSCF300408"	"DPOGS210570"	"A"	28
"DPOGS212901"	"DPSCF300410"	"DPOGS212901"	"A"	28
"DPOGS212894"	"DPSCF300410"	"DPOGS212894"	"A"	28
"DPOGS212900"	"DPSCF300410"	"DPOGS212900"	"A"	28
"DPOGS212899"	"DPSCF300410"	"DPOGS212899"	"A"	28
"DPOGS212896"	"DPSCF300410"	"DPOGS212896"	"A"	28
"DPOGS212895"	"DPSCF300410"	"DPOGS212895"	"A"	28
"DPOGS212898"	"DPSCF300410"	"DPOGS212898"	"A"	28
"DPOGS200006"	"DPSCF300420"	"DPOGS200006"	"A"	28
"DPOGS200004"	"DPSCF300420"	"DPOGS200004"	"A"	28
"DPOGS200009"	"DPSCF300420"	"DPOGS200009"	"A"	28
"DPOGS200005"	"DPSCF300420"	"DPOGS200005"	"A"	28
"DPOGS200011"	"DPSCF300420"	"DPOGS200011"	"A"	28
"DPOGS200008"	"DPSCF300420"	"DPOGS200008"	"A"	28
"DPOGS200010"	"DPSCF300420"	"DPOGS200010"	"A"	28
"DPOGS200007"	"DPSCF300420"	"DPOGS200007"	"A"	28
"DPOGS204008"	"DPSCF300470"	"DPOGS204008"	"A"	28
"DPOGS204007"	"DPSCF300470"	"DPOGS204007"	"A"	28
"DPOGS204005"	"DPSCF300470"	"DPOGS204005"	"A"	28
"DPOGS204004"	"DPSCF300470"	"DPOGS204004"	"A"	28
"DPOGS209089"	"DPSCF300485"	"DPOGS209089"	"A"	28
"DPOGS209092"	"DPSCF300485"	"DPOGS209092"	"A"	28
"DPOGS209095"	"DPSCF300485"	"DPOGS209095"	"A"	28
"DPOGS209098"	"DPSCF300485"	"DPOGS209098"	"A"	28
"DPOGS209093"	"DPSCF300485"	"DPOGS209093"	"A"	28
"DPOGS209097"	"DPSCF300485"	"DPOGS209097"	"A"	28
"DPOGS209096"	"DPSCF300485"	"DPOGS209096"	"A"	28
"DPOGS209094"	"DPSCF300485"	"DPOGS209094"	"A"	28
"DPOGS209091"	"DPSCF300485"	"DPOGS209091"	"A"	28
"DPOGS209090"	"DPSCF300485"	"DPOGS209090"	"A"	28
"DPOGS212240"	"DPSCF300488"	"DPOGS212240"	"A"	28
"DPOGS212242"	"DPSCF300488"	"DPOGS212242"	"A"	28
"DPOGS212241"	"DPSCF300488"	"DPOGS212241"	"A"	28
"DPOGS212244"	"DPSCF300488"	"DPOGS212244"	"A"	28
"DPOGS212245"	"DPSCF300488"	"DPOGS212245"	"A"	28
"DPOGS212796"	"DPSCF300489"	"DPOGS212796"	"A"	28
"DPOGS212793"	"DPSCF300489"	"DPOGS212793"	"A"	28
"DPOGS212797"	"DPSCF300489"	"DPOGS212797"	"A"	28
"DPOGS212790"	"DPSCF300489"	"DPOGS212790"	"A"	28
"DPOGS212794"	"DPSCF300489"	"DPOGS212794"	"A"	28
"DPOGS212792"	"DPSCF300489"	"DPOGS212792"	"A"	28
"DPOGS212795"	"DPSCF300489"	"DPOGS212795"	"A"	28
"DPOGS212791"	"DPSCF300489"	"DPOGS212791"	"A"	28
"DPOGS213891"	"DPSCF300572"	"DPOGS213891"	"A"	28
"DPOGS213893"	"DPSCF300572"	"DPOGS213893"	"A"	28
